,paper,year,month,title,author,code,prog
8050,8059,2000,December,Risks for the Long Run: A Potential Resolution of Asset Pricing Puzzles,"['Amir Yaron', 'Ravi Bansal']",w08059,['Asset Pricing']
8051,8060,2000,December,"Balance Sheet Effects, Bailout Guarantees and Financial Crises","['Aaron Tornell', 'Martin Schneider']",w08060,['International Finance and Macroeconomics']
8052,8061,2000,December,Grandmothers and Granddaughters: Old Age Pension and Intra-household Allocation in South Africa,['Esther Duflo'],w08061,['Children']
8053,8062,2001,January,A Public Finance Approach to Assessing Poverty Alleviation,['Shlomo Yitzhaki'],w08062,['Public Economics']
8054,8063,2001,January,The Effect of Medicaid Expansions for Low-Income Children on Medicaid Participation and Insurance Coverage: Evidence from the SIPP,"['John C Ham', 'Lara D Shore-Sheppard']",w08063,"['Children', 'Health Care']"
8055,8064,2001,January,Longevity-Insured Retirement Distributions from Pension Plans: Market and Regulatory Issues,"['Jeffrey R Brown', 'Mark J Warshawsky']",w08064,"['Economics of Aging', 'Public Economics']"
8056,8065,2001,January,The Relation Between Managed Care Market Share and the Treatment of Elderly Fee-For-Service Patients with Myocardial Infarction,"['Craig Frances', 'Laurence C Baker', 'Marcella M Alsan', 'Paul A Heidenreich']",w08065,['Public Economics']
8057,8066,2001,January,The Risk and Return of Venture Capital,['John H Cochrane'],w08066,['Asset Pricing']
8058,8067,2001,January,Free Riding and Sales Strategies for the Internet,"['Dennis W Carlton', 'Judith A Chevalier']",w08067,['Industrial Organization']
8059,8068,2001,January,Factor Price Equality and the Economies of the United States,"['Andrew B Bernard', 'J Bradford Jensen', 'Peter K Schott']",w08068,['International Trade and Investment']
8060,8069,2001,January,"Effects of Competition under Prospective Payment on Hospital Costs among High and Low Cost Admissions: Evidence from California, 1983 - 1993","['David O Meltzer', 'Jeanette W Chung']",w08069,['Health Care']
8061,8070,2001,January,Trade in Capital Goods,"['Jonathan Eaton', 'Samuel S Kortum']",w08070,['International Trade and Investment']
8062,8071,2001,January,Inflation Stabilization and Welfare,['Michael Woodford'],w08071,"['Economic Fluctuations and Growth', 'Monetary Economics']"
8063,8072,2001,January,Fiscal Requirements for Price Stability,['Michael Woodford'],w08072,"['Economic Fluctuations and Growth', 'Monetary Economics']"
8064,8073,2001,January,Do Domestic Investors Have More Valuable Information About Individual Stocks Than Foreign Investors?,"['Bong-Chan Kho', 'Hyuk Choe', 'Rene M Stulz']",w08073,"['Asset Pricing', 'International Finance and Macroeconomics']"
8065,8074,2001,January,Individual Risk in an Investment-Based Social Security System,"['Elena Ranguelova', 'Martin S Feldstein']",w08074,['Public Economics']
8066,8075,2001,January,Information Technology and Research and Development Impacts on Productivity and Skills: Looking for Correlations on French Firm Level Data,"['Agnes Topiol-Bensaid', 'Jacques Mairesse', 'Nathalie Greenan']",w08075,"['Productivity, Innovation, and Entrepreneurship']"
8067,8076,2001,January,Capital Mobility and Economic Performance: Are Emerging Economies Different?,['Sebastian Edwards'],w08076,['International Finance and Macroeconomics']
8068,8077,2001,January,Is the Stock Market Overvalued?,"['Edward C Prescott', 'Ellen R McGrattan']",w08077,"['Asset Pricing', 'Economic Fluctuations and Growth']"
8069,8078,2001,January,The Earned Income Tax Credit,"['John Karl Scholz', 'V Joseph Hotz']",w08078,['Public Economics']
8070,8079,2001,January,Gravity with Gravitas: A Solution to the Border Puzzle,"['Eric van Wincoop', 'James E Anderson']",w08079,['International Trade and Investment']
8071,8080,2001,January,Education and Religion,"['Bruce I Sacerdote', 'Edward L Glaeser']",w08080,['Law and Economics']
8072,8081,2001,January,Why Wait? A Century of Life Before IPO,"['Boyan Jovanovic', 'Peter L Rousseau']",w08081,"['Corporate Finance', 'Development of the American Economy', 'Productivity, Innovation, and Entrepreneurship']"
8073,8082,2001,January,Retirement Incentives and Expectations,"['Ann Huff Stevens', 'Sewin Chan']",w08082,['Labor Studies']
8074,8083,2001,January,The World Income Distribution,"['Daron Acemoglu', 'Jaume Ventura']",w08083,"['International Finance and Macroeconomics', 'Labor Studies']"
8075,8084,2001,January,Foreign Direct Investors in Three Financial Crises,['Robert E Lipsey'],w08084,['International Trade and Investment']
8076,8085,2001,January,The Minimum Inflation Rate for Euroland,"['Hans-Werner Sinn', 'Michael Reutter']",w08085,['Monetary Economics']
8077,8086,2001,January,"Competition, Monopoly, and Aftermarkets","['Dennis W Carlton', 'Michael Waldman']",w08086,['Industrial Organization']
8078,8087,2001,January,Financial Policies and the Prevention of Financial Crises in Emerging Market Countries,['Frederic S Mishkin'],w08087,['International Finance and Macroeconomics']
8079,8088,2001,January,Intermediaries in Entrepot Trade: Hong Kong Re-Exports of Chinese Goods,"['Gordon H Hanson', 'Robert C Feenstra']",w08088,['International Trade and Investment']
8080,8089,2001,January,The Overlooked Corporate Finance Problems of a Microsoft Breakup,"['David I Walker', 'Lucian Arye Bebchuk']",w08089,['Law and Economics']
8081,8090,2001,January,"Accidents Will Happen? Unintentional Injury, Maternal Employment, and Child Care Policy","['Janet M Currie', 'V Joseph Hotz']",w08090,['Children']
8082,8091,2001,January,Annuity Values in Defined Contribution Retirement Systems: The Case of Singapore and Australia,"['John Piggott', 'Olivia S Mitchell', 'Suzanne Doyle']",w08091,"['Labor Studies', 'Public Economics', 'Economics of Aging']"
8083,8092,2001,January,The Stock Market's Reaction to Unemployment News: Why Bad News is Usually Good for Stocks,"['Jian Hu', 'John H Boyd', 'Ravi Jagannathan']",w08092,['Asset Pricing']
8084,8093,2001,January,Does Firm-specific Information in Stock Prices Guide Capital Allocation?,"['Artyom Durnev', 'Bernard Yeung', 'Randall K Morck']",w08093,"['Asset Pricing', 'Corporate Finance']"
8085,8094,2001,January,The Peter Principle: Promotions and Declining Productivity,['Edward P Lazear'],w08094,"['Labor Studies', 'Productivity, Innovation, and Entrepreneurship']"
8086,8095,2001,January,Alternative Methods for Measuring Productivity Growth,['William D Nordhaus'],w08095,"['Economic Fluctuations and Growth', 'Productivity, Innovation, and Entrepreneurship']"
8087,8096,2001,January,Productivity Growth and the New Economy,['William D Nordhaus'],w08096,"['Economic Fluctuations and Growth', 'Productivity, Innovation, and Entrepreneurship']"
8088,8097,2001,January,New Data and Output Concepts for Understanding Productivity Trends,['William D Nordhaus'],w08097,"['Economic Fluctuations and Growth', 'Productivity, Innovation, and Entrepreneurship']"
8089,8098,2001,January,Empirical Evaluation of Asset Pricing Models: A Comparison of the SDF and Beta Methods,"['Ravi Jagannathan', 'Zhenyu Wang']",w08098,['Asset Pricing']
8090,8099,2001,January,"Relative Deprivation, Inequality, and Mortality",['Angus S Deaton'],w08099,"['Economics of Aging', 'Health Care']"
8091,8100,2001,January,From the Exchange Stabilization Fund to the International Monetary Fund,"['Anna J Schwartz', 'Michael D Bordo']",w08100,"['Development of the American Economy', 'International Finance and Macroeconomics', 'Monetary Economics']"
8092,8101,2001,January,"Sorting, Education and Inequality",['Raquel Fernandez'],w08101,"['Labor Studies', 'Public Economics']"
8093,8102,2001,January,White Hats or Don Quixotes? Human Rights Vigilantes in the Global Economy,"['Kimberly Ann Elliott', 'Richard B Freeman']",w08102,['Labor Studies']
8094,8103,2001,January,An International Perspective on Policies for an Aging Society,"['David A Wise', 'Jonathan Gruber']",w08103,"['Economics of Aging', 'Labor Studies', 'Public Economics']"
8095,8104,2001,January,Comparative Advantage and the Cross-section of Business Cycles,"['Aart Kraay', 'Jaume Ventura']",w08104,"['Economic Fluctuations and Growth', 'International Finance and Macroeconomics']"
8096,8105,2001,February,A General Analysis of Exclusionary Conduct and Refusal to Deal - Why Aspen and Kodak are Misguided,['Dennis W Carlton'],w08105,['Industrial Organization']
8097,8106,2001,February,The Pricing of Event Risks with Parameter Uncertainty,"['Kenneth A Froot', 'Steven E Posner']",w08106,"['Asset Pricing', 'Corporate Finance']"
8098,8107,2001,February,The Empirical Importance of Precautionary Saving,"['Jonathan A Parker', 'Pierre-Olivier Gourinchas']",w08107,['Economic Fluctuations and Growth']
8099,8108,2001,February,"The Impact of New Deal Expenditures on Local Economic Activity: An Examination of Retail Sales, 1929-1939","['Price V Fishback', 'Shawn Everett Kantor', 'William C Horrace']",w08108,['Development of the American Economy']
8100,8109,2001,February,Annexation or Conquest? The Economics of Empire Building,"['Herschel I Grossman', 'Juan Mendoza']",w08109,['Economic Fluctuations and Growth']
8101,8110,2001,February,The Market for Catastrophe Risk: A Clinical Examination,['Kenneth A Froot'],w08110,"['Asset Pricing', 'Corporate Finance']"
8102,8111,2001,February,External Job Churning and Internal Job Flexibility,"['David Neumark', 'Peter Cappelli']",w08111,['Labor Studies']
8103,8112,2001,February,The Law of One Price - A Case Study,"['Holger C Wolf', 'Jonathan E Haskel']",w08112,"['International Finance and Macroeconomics', 'International Trade and Investment']"
8104,8113,2001,February,Was the Federal Reserve Fettered? Devaluation Expectations in the 1932 Monetary Expansion,"['Chang-Tai Hsieh', 'Christina D Romer']",w08113,"['Development of the American Economy', 'Economic Fluctuations and Growth', 'Monetary Economics']"
8105,8114,2001,February,"Institutions and Geography: Comment on Acemoglu, Johnson and Robinson (2000)","['Jeffrey D Sachs', 'John W McArthur']",w08114,['Economic Fluctuations and Growth']
8106,8115,2001,February,Money's Role in the Monetary Business Cycle,['Peter N Ireland'],w08115,['Monetary Economics']
8107,8116,2001,February,FX Trading and Exchange Rate Dynamics,['Martin D D Evans'],w08116,['International Finance and Macroeconomics']
8108,8117,2001,February,Decentralized Employment and the Transformation of the American City,"['Edward L Glaeser', 'Matthew E Kahn']",w08117,"['Economic Fluctuations and Growth', 'Law and Economics', 'Public Economics']"
8109,8118,2001,February,Contagion: How to Measure It?,['Roberto Rigobon'],w08118,['International Finance and Macroeconomics']
8110,8119,2001,February,Tropical Underdevelopment,['Jeffrey D Sachs'],w08119,"['Economic Fluctuations and Growth', 'Environment and Energy Economics']"
8111,8120,2001,February,Macroeconomic Effects of Regulation and Deregulation in Goods and Labor Markets,"['Francesco Giavazzi', 'Olivier Jean Blanchard']",w08120,['Economic Fluctuations and Growth']
8112,8121,2001,February,Exchange Rates and Tax-Based Export Promotion,"['James R Hines, Jr', 'Mihir A Desai']",w08121,"['International Finance and Macroeconomics', 'Public Economics']"
8113,8122,2001,February,Generalized Cash Flow Taxation,"['Alan J Auerbach', 'David F Bradford']",w08122,['Public Economics']
8114,8123,2001,February,Administered Prices and Suboptimal Prevention: Evidence from the Medicare Dialysis Program,['Avi Dor'],w08123,"['Health Care', 'Health Economics']"
8115,8124,2001,February,Demographic and Economic Pressure on Emigration Out of Africa,"['Jeffrey G Williamson', 'Timothy J Hatton']",w08124,"['International Trade and Investment', 'Labor Studies']"
8116,8125,2001,February,Two Mezzogiornos,"['Frank Westermann', 'Hans-Werner Sinn']",w08125,['Public Economics']
8117,8126,2001,February,Antitrust and the Not-For-Profit Sector,"['Richard A Posner', 'Tomas J Philipson']",w08126,"['Health Economics', 'Public Economics']"
8118,8127,2001,February,Variable Selection for Portfolio Choice,"['Michael W Brandt', 'Yacine Ait-Sahalia']",w08127,['Asset Pricing']
8119,8128,2001,February,A Re-Examination of Exchange Rate Exposure,"['Kathryn M E Dominguez', 'Linda L Tesar']",w08128,['International Finance and Macroeconomics']
8120,8129,2001,February,Trade and Exposure,"['Kathryn M E Dominguez', 'Linda L Tesar']",w08129,['International Finance and Macroeconomics']
8121,8130,2001,February,Cross-Country Technology Diffusion: The Case of Computers,"['Francesco Caselli', 'Wilbur John Coleman II']",w08130,"['International Trade and Investment', 'Productivity, Innovation, and Entrepreneurship']"
8122,8131,2001,February,Will Bequests Attenuate the Predicted Meltdown in Stock Prices When Baby Boomers Retire?,['Andrew B Abel'],w08131,"['Asset Pricing', 'Economic Fluctuations and Growth']"
8123,8132,2001,February,An Exploration of the Effects of Pessimism and Doubt on Asset Returns,['Andrew B Abel'],w08132,['Asset Pricing']
8124,8133,2001,February,Are For-Profit Hospitals Really Different? Medicare Upcoding and Market Structure,"['Elaine Silverman', 'Jonathan S Skinner']",w08133,['Health Care']
8125,8134,2001,February,"Breast Cancer Survival, Work, and Earnings","['Cathy J Bradley', 'David Neumark', 'Heather L Bednarek']",w08134,['Labor Studies']
8126,8135,2001,February,Asymptotic Methods for Asset Market Equilibrium Analysis,"['Kenneth L Judd', 'Sy-Ming Guu']",w08135,['Asset Pricing']
8127,8136,2001,February,The Real Balance Effect,['Peter N Ireland'],w08136,['Monetary Economics']
8128,8137,2001,February,Exchange Rates and Wages,"['Joseph S Tracy', 'Linda S Goldberg']",w08137,"['International Finance and Macroeconomics', 'International Trade and Investment', 'Labor Studies']"
8129,8138,2001,February,Perfect Taxation with Imperfect Competition,"['Alan J Auerbach', 'James R Hines, Jr']",w08138,['Public Economics']
8130,8139,2001,February,How Severe is the Time Inconsistency Problem in Monetary Policy?,"['Lawrence J Christiano', 'Stefania Albanesi', 'Varadarajan V Chari']",w08139,['Economic Fluctuations and Growth']
8131,8140,2001,February,Does Inequality in Skills Explain Inequality in Earnings Across Advanced Countries?,"['Dan Devroye', 'Richard B Freeman']",w08140,['Labor Studies']
8132,8141,2001,February,International Liquidity Illusion: On the Risks of Sterilization,"['Arvind Krishnamurthy', 'Ricardo J Caballlero']",w08141,"['Economic Fluctuations and Growth', 'International Finance and Macroeconomics']"
8133,8142,2001,February,Did the Malaysian Capital Controls Work?,"['Dani Rodrik', 'Ethan Kaplan']",w08142,['International Finance and Macroeconomics']
8134,8143,2001,March,Loss Aversion and Seller Behavior: Evidence from the Housing Market,"['Christopher J Mayer', 'David Genesove']",w08143,"['Asset Pricing', 'Industrial Organization']"
8135,8144,2001,March,"Repatriation Taxes, Repatriation Strategies and Multinational Financial Policy","['Harry Grubert', 'Rosanne Altshuler']",w08144,['Public Economics']
8136,8145,2001,March,"Rules, Communication and Collusion: Narrative Evidence from the Sugar Institute Case","['David Genesove', 'Wallace P Mullin']",w08145,['Industrial Organization']
8137,8146,2001,March,How to Auction an Essential Facility When Underhand Integration is Possible,"['Alexander Galetovic', 'Eduardo M R A Engel', 'Ronald D Fischer']",w08146,['Industrial Organization']
8138,8147,2001,March,The Benefits and Costs of Newer Drugs: Evidence from the 1996 Medical Expenditure Panel Survey,['Frank R Lichtenberg'],w08147,"['Health Care', 'Productivity, Innovation, and Entrepreneurship']"
8139,8148,2001,March,A New Approach to Takeover Law and Regulatory Competition,"['Allen Ferrell', 'Lucian Arye Bebchuk']",w08148,['Law and Economics']
8140,8149,2001,March,"Population Growth, Technological Adoption and Economic Outcomes: A Theory of Cross-Country Differences for the Information Era","['David A Green', 'Paul Beaudry']",w08149,['Labor Studies']
8141,8150,2001,March,The Geography and Channels of Diffusion at the World's Technology Frontier,['Wolfgang Keller'],w08150,"['International Trade and Investment', 'Productivity, Innovation, and Entrepreneurship']"
8142,8151,2001,March,Breadth of Ownership and Stock Returns,"['Harrison Hong', 'Jeremy C Stein', 'Joseph Chen']",w08151,"['Asset Pricing', 'Corporate Finance']"
8143,8152,2001,March,Age Discrimination Legislation in the United States,['David Neumark'],w08152,"['Economics of Aging', 'Labor Studies']"
8144,8153,2001,March,"The Effects of Time Limits and Other Policy Changes on Welfare Use, Work, and Income Among Female-Headed Families",['Jeffrey T Grogger'],w08153,"['Labor Studies', 'Public Economics']"
8145,8154,2001,March,Electoral Rules and Corruption,"['Francesco Trebbi', 'Guido Tabellini', 'Torsten Persson']",w08154,['Public Economics']
8146,8155,2001,March,The Rising Tide Lifts...?,['Richard B Freeman'],w08155,['Labor Studies']
8147,8156,2001,March,Improving School Accountability Measures,"['Douglas O Staiger', 'Thomas J Kane']",w08156,"['Children', 'Public Economics']"
8148,8157,2001,March,A Quantitative Analysis of Pricing Behavior in California's Wholesale Electricity Market During Summer 2000,"['Edward Kahn', 'Paul L Joskow']",w08157,['Industrial Organization']
8149,8158,2001,March,Dying to Save Taxes: Evidence from Estate Tax Returns on the Death Elasticity,"['Joel B Slemrod', 'Wojciech Kopczuk']",w08158,['Public Economics']
8150,8159,2001,March,Aggregate Implications of Indivisible Labor,['Casey B Mulligan'],w08159,"['Economic Fluctuations and Growth', 'Labor Studies']"
8151,8160,2001,March,Modeling and Forecasting Realized Volatility,"['Francis X Diebold', 'Paul Labys', 'Tim Bollerslev', 'Torben G Andersen']",w08160,"['Asset Pricing', 'International Finance and Macroeconomics']"
8152,8161,2001,March,Boards of Directors as an Endogenously Determined Institution: A Survey of the Economic Literature,"['Benjamin E Hermalin', 'Michael S Weisbach']",w08161,['Corporate Finance']
8153,8162,2001,March,High- and Low-Frequency Exchange Rate Volatility Dynamics: Range-Based Estimation of Stochastic Volatility Models,"['Francis X Diebold', 'Michael W Brandt', 'Sassan Alizadeh']",w08162,['Asset Pricing']
8154,8163,2001,March,Generational Policy,['Laurence J Kotlikoff'],w08163,"['Economics of Aging', 'Public Economics']"
8155,8164,2001,March,"Protection of Minority Shareholder Interests, Cross-listings in the United States, and Subsequent Equity Offerings","['Michael S Weisbach', 'William A Reese, Jr']",w08164,['Corporate Finance']
8156,8165,2001,March,The Spatial Distribution of Housing-Related Tax Benefits in the United States,"['Joseph Gyourko', 'Todd M Sinai']",w08165,['Public Economics']
8157,8166,2001,March,Vintage Organization Capital,"['Boyan Jovanovic', 'Peter L Rousseau']",w08166,"['Asset Pricing', 'Development of the American Economy']"
8158,8167,2001,March,"Expectation Puzzles, Time-varying Risk Premia, and Dynamic Models of the Term Structure","['Kenneth J Singleton', 'Qiang Dai']",w08167,['Asset Pricing']
8159,8168,2001,March,Medical Care Price Indices: Problems and Opportunities / The Chung-Hua Lectures,['Joseph P Newhouse'],w08168,['Health Care']
8160,8169,2001,March,How Reasonable Are Assumptions Used in Theoretical Models?: Computational Evidence on the Likelihood of Trade Pattern Changes,"['John Whalley', 'Lisandro Abrego', 'Raymond G Riezman']",w08169,['International Trade and Investment']
8161,8170,2001,March,"Life-Cycle Saving, Limits on Contributions to DC Pension Plans, and Lifetime Tax Benefits","['Jagadeesh Gokhale', 'Laurence J Kotlikoff', 'Mark J Warshawsky']",w08170,"['Economics of Aging', 'Public Economics']"
8162,8171,2001,March,Country Risk and Capital Flow Reversals,"['Assaf Razin', 'Effraim Sadka']",w08171,['International Finance and Macroeconomics']
8163,8172,2001,March,The Declining U.S. Equity Premium,"['Anna Scherbina', 'Ellen R McGrattan', 'Ravi Jagannathan']",w08172,['Asset Pricing']
8164,8173,2001,March,Hedge Funds With Style,"['Stephen J Brown', 'William N Goetzmann']",w08173,['Asset Pricing']
8165,8174,2001,March,Monetary Policy Analysis in Models Without Money,['Bennett T McCallum'],w08174,"['Economic Fluctuations and Growth', 'Monetary Economics']"
8166,8175,2001,March,Monetary Policy for an Open Economy: An Alternative Framework with Optimizing Agents and Sticky Prices,"['Bennett T McCallum', 'Edward Nelson']",w08175,"['Economic Fluctuations and Growth', 'Monetary Economics']"
8167,8176,2001,March,High-Frequency Substitution and the Measurement of Price Indexes,"['Matthew D Shapiro', 'Robert C Feenstra']",w08176,"['Productivity, Innovation, and Entrepreneurship']"
8168,8177,2001,March,The Influence of the Financial Revolution on the Nature of Firms,"['Luigi Zingales', 'Raghuram G Rajan']",w08177,"['Corporate Finance', 'Industrial Organization']"
8169,8178,2001,March,The Great Reversals: The Politics of Financial Development in the 20th Century,"['Luigi Zingales', 'Raghuram G Rajan']",w08178,['Corporate Finance']
8170,8179,2001,March,International Franchising: Evidence from US and Canadian Franchisors in Mexico,"['Francine Lafontaine', 'Joanne Oxley']",w08179,['Industrial Organization']
8171,8180,2001,March,Forecasting Output and Inflation: The Role of Asset Prices,"['James H Stock', 'Mark W Watson']",w08180,"['Economic Fluctuations and Growth', 'Monetary Economics']"
8172,8181,2001,March,Taxation and Economic Efficiency,"['Alan J Auerbach', 'James R Hines, Jr']",w08181,['Public Economics']
8173,8182,2001,March,Exhuming Q: Market Power vs. Capital Market Imperfections,"['Joao Ejarque', 'Russell W Cooper']",w08182,['Economic Fluctuations and Growth']
