,paper,year,month,title,author,code,prog
15086,15100,2009,June,Risk-Based Pricing and Risk-Reducing Effort: Does the Private Insurance Market Reduce Environmental Accidents?,"['Haitao Yin', 'Howard C Kunreuther', 'Matthew N White']",w15100,"['Environment and Energy Economics', 'Industrial Organization', 'Law and Economics', 'Public Economics']"
15087,15101,2009,June,"Obesity, Self-esteem and Wages","['Erdal Tekin', 'Naci H Mocan']",w15101,['Health Economics']
15088,15102,2009,June,Buy Local? The Geography of Successful and Unsuccessful Venture Capital Expansion,"['Anna Kovner', 'Henry Chen', 'Josh Lerner', 'Paul A Gompers']",w15102,"['Corporate Finance', 'Productivity, Innovation, and Entrepreneurship']"
15089,15103,2009,June,The Complementarity between Cities and Skills,"['Edward L Glaeser', 'Matthew G Resseger']",w15103,['Public Economics']
15090,15104,2009,June,Yet Another Tale of Two Cities: Buenos Aires and Chicago,"['Edward L Glaeser', 'Filipe R Campante']",w15104,['Public Economics']
15091,15105,2009,June,The Long-Term Effects of Military Conscription on Mortality: Estimates from the Vietnam-era Draft Lottery,"['Dalton Conley', 'Jennifer A Heerwig']",w15105,['Health Economics']
15092,15106,2009,June,The Effects of Consumer-Directed Health Plans on Health Care Spending,"['Anthony T Lo Sasso', 'Lorens A Helmchen', 'Robert Kaestner']",w15106,['Health Economics']
15093,15107,2009,June,Estimating the Impact of Trade and Offshoring on American Workers Using the Current Population Surveys,"['Ann E Harrison', 'Avraham Ebenstein', 'Margaret S McMillan', 'Shannon Phillips']",w15107,"['Environment and Energy Economics', 'International Trade and Investment']"
15094,15108,2009,June,"Default, Framing and Spillover Effects: The Case of Lifecycle Funds in 401(k) Plans","['Gary R Mottola', 'Olivia S Mitchell', 'Stephen P Utkus', 'Takeshi Yamaguchi']",w15108,"['Economics of Aging', 'Labor Studies', 'Public Economics']"
15095,15109,2009,June,"Tax reform, delocation and heterogeneous firms","['Richard E Baldwin', 'Toshihiro Okubo']",w15109,['International Trade and Investment']
15096,15110,2009,June,"Risk Allocation, Debt Fueled Expansion and Financial Crisis","['Amartya Lahiri', 'Paul Beaudry']",w15110,['Economic Fluctuations and Growth']
15097,15111,2009,June,"Risk Sharing, Inequality and Fertility","['Ali Shourideh', 'Larry E Jones', 'Roozbeh Hosseini']",w15111,"['Economic Fluctuations and Growth', 'Public Economics']"
15098,15112,2009,June,Anti-Lemons: School Reputation and Educational Quality,"['Miguel Urquiola', 'W Bentley MacLeod']",w15112,"['Economics of Education', 'Labor Studies']"
15099,15113,2009,June,Global Savings and Global Investment: The Transmission of Identified Fiscal Shocks,"['James Feyrer', 'Jay C Shambaugh']",w15113,"['Economic Fluctuations and Growth', 'International Finance and Macroeconomics', 'Monetary Economics']"
15100,15114,2009,June,"Public Policy, Health Insurance and the Transition to Adulthood","['Phillip B Levine', 'Robin McKnight', 'Samantha Heep']",w15114,"['Children', 'Health Care', 'Health Economics']"
15101,15115,2009,June,Capital Income Taxes with Heterogeneous Discount Rates,"['Johannes Spinnewijn', 'Peter A Diamond']",w15115,['Public Economics']
15102,15116,2009,June,"Putting Tasks to the Test: Human Capital, Job Tasks and Wages","['David H Autor', 'Michael J Handel']",w15116,['Labor Studies']
15103,15117,2009,June,Stepping Off the Wage Escalator: The Effects of Wage Growth on Equilibrium Employment,"['Matthew D Shapiro', 'Michael W L Elsby']",w15117,"['Economic Fluctuations and Growth', 'Labor Studies', 'Monetary Economics', 'Productivity, Innovation, and Entrepreneurship']"
15104,15118,2009,June,Negative Nominal Interest Rates: Three ways to overcome the zero lower bound,['Willem H Buiter'],w15118,"['International Finance and Macroeconomics', 'Monetary Economics']"
15105,15119,2009,June,"Credit Constraints, Cyclical Fiscal Policy and Industry Growth","['David Hemous', 'Enisse Kharroubi', 'Philippe Aghion']",w15119,['Economic Fluctuations and Growth']
15106,15120,2009,June,Transmission of the U.S. Subprime Crisis to Emerging Markets: Evidence on the Decoupling-Recoupling Hypothesis,"['Michael M Hutchison', 'Michael P Dooley']",w15120,['International Finance and Macroeconomics']
15107,15121,2009,June,Cumulative Effects of Job Characteristics on Health,"['Jason M Fletcher', 'Jody L Sindelar', 'Shintaro Yamaguchi']",w15121,"['Economics of Aging', 'Health Economics']"
15108,15122,2009,July,"Job Loss: Eat, drink and try to be merry?","['Jason M Fletcher', 'Jody L Sindelar', 'Padmaja Ayyagari', 'Partha Deb', 'William T Gallo']",w15122,"['Economics of Aging', 'Health Care', 'Health Economics']"
15109,15123,2009,July,Globally Correlated Nominal Fluctuations,"['Espen Henriksen', 'Finn E Kydland', 'Roman Sustek']",w15123,['Monetary Economics']
15110,15124,2009,July,Sin Taxes: Do Heterogeneous Responses Undercut Their Value?,"['Jason M Fletcher', 'Jody L Sindelar', 'Padmaja Ayyagari', 'Partha Deb', 'William T Gallo']",w15124,['Health Economics']
15111,15125,2009,July,Cost Containment in Climate Change Policy: Alternative Approaches to Mitigating Price Volatility,['Gilbert E Metcalf'],w15125,"['Environment and Energy Economics', 'Public Economics']"
15112,15126,2009,July,Conditional Cash Penalties in Education: Evidence from the Learnfare Experiment,['Thomas Dee'],w15126,"['Children', 'Economics of Education']"
15113,15127,2009,July,He Who Counts Elects: Determinants of Fraud in the 1922 Colombian Presidential Election,"['Isaias N Chaves', 'James C Robinson', 'Leopoldo Fergusson']",w15127,['Political Economy']
15114,15128,2009,July,"The End of Gatekeeping: Underwriters and the Quality of Sovereign Bond Markets, 1815-2007","['Juan H Flores', 'Marc Flandreau', 'Norbert Gaillard', 'Sebastian Nieto-Parra']",w15128,['International Finance and Macroeconomics']
15115,15129,2009,July,The organization of firms across countries,"['John van Reenen', 'Nicholas Bloom', 'Raffaella Sadun']",w15129,"['Economic Fluctuations and Growth', 'Industrial Organization', 'Law and Economics', 'Labor Studies', 'Productivity, Innovation, and Entrepreneurship']"
15116,15130,2009,July,"Tobacco Use, Taxation and Self Control in Adolescence","['Jason M Fletcher', 'Jody L Sindelar', 'Partha Deb']",w15130,"['Economics of Aging', 'Health Economics']"
15117,15131,2009,July,Nudging Farmers to Use Fertilizer: Theory and Experimental Evidence from Kenya,"['Esther Duflo', 'Jonathan Robinson', 'Michael R Kremer']",w15131,['International Finance and Macroeconomics']
15118,15132,2009,July,World Markets for Mergers and Acquisitions,"['Isil Erel', 'Michael S Weisbach', 'Rose C Liao']",w15132,['Corporate Finance']
15119,15133,2009,July,Monetary-Fiscal Policy Interactions and Fiscal Stimulus,"['Eric M Leeper', 'Troy Davig']",w15133,['Economic Fluctuations and Growth']
15120,15134,2009,July,A Bargain at Twice the Price? California Hospital Prices in the New Millennium,"['Martin S Gaynor', 'William B Vogt', 'Yaa Akosa Antwi']",w15134,['Health Care']
15121,15135,2009,July,Splendid Associations of Favored Individuals: Federal and State Commercial Banking Policy in the Federalist Era,['Howard Bodenhorn'],w15135,['Development of the American Economy']
15122,15136,2009,July,Investment Tournaments: When Should a Rational Agent Put All Eggs in One Basket?,"['Michael Schwarz', 'Sergei Severinov']",w15136,['Labor Studies']
15123,15137,2009,July,Disease and Development Revisited,"['David Canning', 'David E Bloom', 'Gunther Fink']",w15137,['Health Economics']
15124,15138,2009,July,"Collective Moral Hazard, Maturity Mismatch and Systemic Bailouts","['Emmanuel Farhi', 'Jean Tirole']",w15138,"['Economic Fluctuations and Growth', 'Monetary Economics']"
15125,15139,2009,July,When Does Libertarian Paternalism Work?,"['Bruce Ian Carlin', 'Gustavo Manso', 'Simon Gervais']",w15139,"['Corporate Finance', 'Law and Economics', 'Public Economics', 'Political Economy']"
15126,15140,2009,July,Medical Licensing Board Characteristics and Physician Discipline: An Empirical Analysis,"['Marc T Law', 'Zeynep K Hansen']",w15140,"['Health Care', 'Health Economics', 'Political Economy']"
15127,15141,2009,July,The Impact of Credit Protection on Stock Prices in the Presence of Credit Crunches,"['Assaf Razin', 'Galina Hale', 'Hui Tong']",w15141,['International Finance and Macroeconomics']
15128,15142,2009,July,The Slide to Protectionism in the Great Depression: Who Succumbed and Why?,"['Barry J Eichengreen', 'Douglas A Irwin']",w15142,"['Development of the American Economy', 'International Finance and Macroeconomics', 'International Trade and Investment']"
15129,15143,2009,July,The Role of Advisory Services in Proxy Voting,"['Chester S Spatt', 'Cindy R Alexander', 'Duane J Seppi', 'Mark A Chen']",w15143,"['Asset Pricing', 'Corporate Finance']"
15130,15144,2009,July,Revenue or Reciprocity? Founding Feuds over Early U.S. Trade Policy,['Douglas A Irwin'],w15144,"['Development of the American Economy', 'International Trade and Investment']"
15131,15145,2009,July,Moral and Social Constraints to Strategic Default on Mortgages,"['Luigi Guiso', 'Luigi Zingales', 'Paola Sapienza']",w15145,"['Asset Pricing', 'Corporate Finance']"
15132,15146,2009,July,Federal Life Sciences Funding and University R&D,"['Krishna B Kumar', 'Margaret E Blume-Kohout', 'Neeraj Sood']",w15146,"['Health Care', 'Health Economics', 'Public Economics']"
15133,15147,2009,July,Identifying Heterogeneity in Economic Choice Models,"['Amit Gandhi', 'Jeremy T Fox']",w15147,"['Industrial Organization', 'Labor Studies', 'Productivity, Innovation, and Entrepreneurship', 'Technical Working Papers']"
15134,15148,2009,July,Using Genetic Lotteries within Families to Examine the Causal Impact of Poor Health on Academic Achievement,"['Jason M Fletcher', 'Steven F Lehrer']",w15148,"['Economics of Education', 'Health Economics']"
15135,15149,2009,July,Why do the Elderly Save? The Role of Medical Expenses,"['Eric French', 'John Bailey Jones', 'Mariacristina De Nardi']",w15149,"['Economics of Aging', 'Health Economics', 'Public Economics']"
15136,15150,2009,July,The Growth of Low Skill Service Jobs and the Polarization of the U.S. Labor Market,"['David Dorn', 'David H Autor']",w15150,['Labor Studies']
15137,15151,2009,July,"Seam Bias, Multiple-State, Multiple-Spell Duration Models and the Employment Dynamics of Disadvantaged Women","['John C Ham', 'Lara D Shore-Sheppard', 'Xianghong Li']",w15151,"['Children', 'Labor Studies', 'Technical Working Papers']"
15138,15152,2009,July,Creative Accounting or Creative Destruction? Firm-level Productivity Growth in Chinese Manufacturing,"['Johannes Van Biesebroeck', 'Loren Brandt', 'Yifan Zhang']",w15152,"['Productivity, Innovation, and Entrepreneurship']"
15139,15153,2009,July,Government Investment and Fiscal Stimulus in the Short and Long Runs,"['Eric M Leeper', 'Shu-Chun Susan Yang', 'Todd B Walker']",w15153,['Economic Fluctuations and Growth']
15140,15154,2009,July,Hedging Price Volatility Using Fast Transport,"['David L Hummels', 'Georg Schaur']",w15154,"['International Finance and Macroeconomics', 'International Trade and Investment']"
15141,15155,2009,July,Productivity Differences Between and Within Countries,"['Daron Acemoglu', 'Melissa Dell']",w15155,"['International Finance and Macroeconomics', 'Economic Fluctuations and Growth', 'Political Economy']"
15142,15156,2009,July,Valuing Public Goods Using Happiness Data: The Case of Air Quality,['Arik Levinson'],w15156,"['Environment and Energy Economics', 'Public Economics']"
15143,15157,2009,July,The Potato's Contribution to Population and Urbanization: Evidence from an Historical Experiment,"['Nancy Qian', 'Nathan Nunn']",w15157,"['Children', 'Development of the American Economy', 'Political Economy']"
15144,15158,2009,July,The 2007 Subprime Market Crisis Through the Lens of European Central Bank Auctions for Short-Term Funds,"['Ali Hortacsu', 'Jakub Kastl', 'Nuno Cassola']",w15158,"['Asset Pricing', 'Economic Fluctuations and Growth', 'International Finance and Macroeconomics', 'Industrial Organization', 'Monetary Economics']"
15145,15159,2009,July,"Why Don't Lenders Renegotiate More Home Mortgages? Redefaults, Self-Cures and Securitization","['Kristopher S Gerardi', 'Manuel Adelino', 'Paul S Willen']",w15159,['Economic Fluctuations and Growth']
15146,15160,2009,July,Dynamics of Fiscal Financing in the United States,"['Eric M Leeper', 'Michael Plante', 'Nora Traum']",w15160,['Economic Fluctuations and Growth']
15147,15161,2009,July,Changing the Price of Marriage: Evidence from Blood Test Requirements,"['Joseph P Price', 'Kasey S Buckles', 'Melanie E Guldi']",w15161,"['Children', 'Labor Studies']"
15148,15162,2009,July,Automobiles on Steroids: Product Attribute Trade-Offs and Technological Progress in the Automobile Sector,['Christopher R Knittel'],w15162,"['Environment and Energy Economics', 'Industrial Organization', 'Productivity, Innovation, and Entrepreneurship']"
