,paper,year,month,title,author,code,prog
18019,18033,2012,May,Up in Smoke: The Influence of Household Behavior on the Long-Run Impact of Improved Cooking Stoves,"['Esther Duflo', 'Michael Greenstone', 'Rema Hanna']",w18033,"['Environment and Energy Economics', 'Health Care', 'Health Economics', 'Public Economics']"
18020,18034,2012,May,Misallocation and Productivity Effects of the Smoot-Hawley Tariff,"['Eric W Bond', 'Joel Rodrigue', 'Mario J Crucini', 'Tristan Potter']",w18034,"['Development of the American Economy', 'International Finance and Macroeconomics', 'International Trade and Investment']"
18021,18035,2012,May,The Nature of Countercyclical Income Risk,"['Fatih Guvenen', 'Jae Song', 'Serdar Ozkan']",w18035,"['Asset Pricing', 'Economic Fluctuations and Growth', 'International Finance and Macroeconomics', 'Labor Studies', 'Monetary Economics']"
18022,18036,2012,May,Macro-Prudential Policy in a Fisherian model of Financial Innovation,"['Emine Boz', 'Enrique G Mendoza', 'Javier Bianchi']",w18036,['International Finance and Macroeconomics']
18023,18037,2012,May,Effective and Equitable Adoption of Opt-In Residential Dynamic Electricity Pricing,['Severin Borenstein'],w18037,"['Environment and Energy Economics', 'Industrial Organization']"
18024,18038,2012,May,"Knowledge, Tests, and Fadeout in Educational Interventions","['Douglas O Staiger', 'Elizabeth U Cascio']",w18038,"['Children', 'Economics of Education', 'Labor Studies']"
18025,18039,2012,May,The Effect of Village-Based Schools: Evidence from a Randomized Controlled Trial in Afghanistan,"['Dana Burde', 'Leigh L Linden']",w18039,"['Children', 'Economics of Education', 'Labor Studies', 'Public Economics']"
18026,18040,2012,May,On Fiscal Illusion and Ricardian Equivalence in Local Public Finance,"['H Spencer Banzhaf', 'Wallace E Oates']",w18040,"['Environment and Energy Economics', 'Public Economics']"
18027,18041,2012,May,"Competition, Markups, and the Gains from International Trade","['Chris Edmond', 'Daniel Yi Xu', 'Virgiliu Midrigan']",w18041,"['Economic Fluctuations and Growth', 'Industrial Organization', 'International Trade and Investment', 'Productivity, Innovation, and Entrepreneurship']"
18028,18042,2012,May,Roads to Prosperity or Bridges to Nowhere? Theory and Evidence on the Impact of Public Infrastructure Investment,"['Daniel J Wilson', 'Sylvain Leduc']",w18042,"['Economic Fluctuations and Growth', 'Public Economics']"
18029,18043,2012,May,Tracking Variation in Systemic Risk at US Banks During 1974-2013,"['Armen Hovakimian', 'Edward J Kane', 'Luc Laeven']",w18043,['Corporate Finance']
18030,18044,2012,May,Cash for Coolers,"['Alan Fuchs', 'Lucas W Davis', 'Paul J Gertler']",w18044,['Environment and Energy Economics']
18031,18045,2012,May,Why do we Redistribute so Much but Tag so Little? The principle of equal sacrifice and optimal taxation,['Matthew C Weinzierl'],w18045,['Public Economics']
18032,18046,2012,May,Parametric Inference and Dynamic State Recovery from Option Panels,"['Nicola Fusari', 'Torben G Andersen', 'Viktor Todorov']",w18046,['Asset Pricing']
18033,18047,2012,May,The Impact of Immigration on the Educational Attainment of Natives,['Jennifer Hunt'],w18047,['Labor Studies']
18034,18048,2012,May,Industrial Policy and Competition,"['Ann E Harrison', 'Luosha Du', 'Mathias Dewatripont', 'Patrick Legros', 'Philippe Aghion']",w18048,"['Economic Fluctuations and Growth', 'Industrial Organization']"
18035,18049,2012,May,Education and Military Rivalry,"['Dorothee Rouzet', 'Philippe Aghion', 'Torsten Persson']",w18049,['Political Economy']
18036,18050,2012,May,Should Benchmark Indices Have Alpha? Revisiting Performance Evaluation,"['Antti Petajisto', 'Eric Zitzewitz', 'Martijn Cremers']",w18050,"['Asset Pricing', 'Corporate Finance']"
18037,18051,2012,May,How is Economic Hardship Avoided by Those Retiring Before the Social Security Entitlement Age?,['Kevin S Milligan'],w18051,['Economics of Aging']
18038,18052,2012,May,Bubble Thy Neighbor: Portfolio Effects and Externalities from Capital Controls,"['Kristin J Forbes', 'Marcel Fratzscher', 'Roland Straub', 'Thomas Kostka']",w18052,"['Corporate Finance', 'International Finance and Macroeconomics']"
18039,18053,2012,May,Evidence on the Impact of R&D and ICT Investment on Innovation and Productivity in Italian Firms,"['Bronwyn H Hall', 'Francesca Lotti', 'Jacques Mairesse']",w18053,"['Productivity, Innovation, and Entrepreneurship']"
18040,18054,2012,May,The China Syndrome: Local Labor Market Effects of Import Competition in the United States,"['David Dorn', 'David H Autor', 'Gordon H Hanson']",w18054,"['International Finance and Macroeconomics', 'Labor Studies']"
18041,18055,2012,May,"Estimating the Economic Impacts of Living Wage Mandates Using Ex Ante Simulations, Longitudinal Estimates, and New Public and Administrative Data: Evidence for New York City","['Clayton Reck', 'David Neumark', 'Francesco Brindisi', 'Leslie Koyle', 'Matthew Thompson']",w18055,['Labor Studies']
18042,18056,2012,May,Estimating Person-Centered Treatment (PeT) Effects Using Instrumental Variables,['Anirban Basu'],w18056,"['Health Care', 'Health Economics', 'Technical Working Papers']"
18043,18057,2012,May,"Country Size, Currency Unions, and International Asset Returns",['Tarek Alexander Hassan'],w18057,"['Asset Pricing', 'International Finance and Macroeconomics', 'International Trade and Investment']"
18044,18058,2012,May,Nonlinear Adventures at the Zero Lower Bound,"['Grey Gordon', 'Jesus Fernandez-Villaverde', 'Juan F Rubio-Ramirez', 'Pablo A Guerron-Quintana']",w18058,['Economic Fluctuations and Growth']
18045,18059,2012,May,House Price Moments in Boom-Bust Cycles,['Todd M Sinai'],w18059,"['Economic Fluctuations and Growth', 'Monetary Economics', 'Public Economics']"
18046,18060,2012,May,Does Employer-Provided Health Insurance Constrain Labor Supply Adjustments to Health Shocks? New Evidence on Women Diagnosed with Breast Cancer,"['Cathy J Bradley', 'David Neumark', 'Scott Barkowski']",w18060,"['Health Economics', 'Labor Studies']"
18047,18061,2012,May,Comparative Advantage and the Welfare Impact of European Integration,"['Andrei A Levchenko', 'Jing Zhang']",w18061,"['International Finance and Macroeconomics', 'International Trade and Investment']"
18048,18062,2012,May,Protectionism Isn't Counter-Cyclic (anymore),['Andrew K Rose'],w18062,"['Economic Fluctuations and Growth', 'International Finance and Macroeconomics', 'International Trade and Investment']"
18049,18063,2012,May,"Pseudo-Predictability in Conditional Asset Pricing Tests: Explaining Anomaly Performance with Politics, the Weather, Global Warming, Sunspots, and the Stars",['Robert Novy-Marx'],w18063,"['Asset Pricing', 'Corporate Finance']"
18050,18064,2012,May,Identifying Confirmatory Bias in the Field: Evidence from a Poll of Experts,"['Michael J Sinkey', 'Rodney J Andrews', 'Trevon D Logan']",w18064,['Development of the American Economy']
18051,18065,2012,May,Revising Commitments: Field Evidence on the Adjustment of Prior Choices,"['Daniel Silverman', 'Dean Yang', 'Jessica Goldberg', 'Xavier Gine']",w18065,"['Labor Studies', 'Public Economics']"
18052,18066,2012,May,The Money Value of a Man,"['Greg Kaplan', 'Mark Huggett']",w18066,"['Asset Pricing', 'Economic Fluctuations and Growth', 'Labor Studies']"
18053,18067,2012,May,Foreign Born Scientists: Mobility Patterns for Sixteen Countries,"['Chiara Franzoni', 'Giuseppe Scellato', 'Paula E Stephan']",w18067,"['Economics of Education', 'Labor Studies', 'Productivity, Innovation, and Entrepreneurship']"
18054,18068,2012,May,Quantile Treatment Effects of College Quality on Earnings: Evidence from Administrative Data in Texas,"['Jing Li', 'Michael F Lovenheim', 'Rodney J Andrews']",w18068,"['Economics of Education', 'Labor Studies']"
18055,18069,2012,May,Estimating Racial Price Differentials in the Housing Market,"['Fernando V Ferreira', 'Marcus D Casey', 'Patrick J Bayer', 'Robert S McMillan']",w18069,['Public Economics']
18056,18070,2012,May,Weathering the Storm: Hurricanes and Birth Outcomes,"['Janet M Currie', 'Maya Rossin-Slater']",w18070,"['Children', 'Health Care', 'Health Economics']"
18057,18071,2012,May,"The Smart Grid, Entry, and Imperfect Competition in Electricity Markets",['Hunt Allcott'],w18071,['Environment and Energy Economics']
18058,18072,2012,May,"Monetary Policy, Liquidity, and Growth","['Emmanuel Farhi', 'Enisse Kharroubi', 'Philippe Aghion']",w18072,"['Economic Fluctuations and Growth', 'Monetary Economics']"
18059,18073,2012,May,Counterfeit or Substandard? Assessing Price and Non-Price Signals of Drug Quality,"['Aparna Mathur', 'Ginger Zhe Jin', 'Roger Bate']",w18073,['Industrial Organization']
18060,18074,2012,May,"Financial Constraints, Endogenous Markups, and Self-fulfilling Equilibria","['Jess Benhabib', 'Pengfei Wang']",w18074,['Economic Fluctuations and Growth']
18061,18075,2012,May,The Effect of Housing Wealth on College Choice: Evidence from the Housing Boom,"['C Lockwood Reynolds', 'Michael F Lovenheim']",w18075,['Economics of Education']
18062,18076,2012,May,Sequential or Simultaneous Elections? A Welfare Analysis,"['Brian G Knight', 'Patrick Hummel']",w18076,"['Public Economics', 'Political Economy']"
18063,18077,2012,May,Has the U.S. Finance Industry Become Less Efficient? On the Theory and Measurement of Financial Intermediation,['Thomas Philippon'],w18077,"['Asset Pricing', 'Corporate Finance', 'Economic Fluctuations and Growth', 'Productivity, Innovation, and Entrepreneurship']"
18064,18078,2012,May,"A Markov-Switching Multi-Fractal Inter-Trade Duration Model, with Application to U.S. Equities","['Fei Chen', 'Francis X Diebold', 'Frank Schorfheide']",w18078,['Asset Pricing']
18065,18079,2012,May,The Rise and Fall of Unions in the U.S.,"['Emin M Dinlersoz', 'Jeremy Greenwood']",w18079,['Economic Fluctuations and Growth']
18066,18080,2012,May,"Family Ties, Inheritance Rights, and Successful Poverty Alleviation: Evidence from Ghana","['Edward Kutsoati', 'Randall K Morck']",w18080,['Corporate Finance']
18067,18081,2012,May,Fixing the Patent Office,['Mark A Lemley'],w18081,"['Productivity, Innovation, and Entrepreneurship']"
18068,18082,2012,May,Why Did So Many People Make So Many Ex Post Bad Decisions? The Causes of the Foreclosure Crisis,"['Christopher L Foote', 'Kristopher S Gerardi', 'Paul S Willen']",w18082,['Economic Fluctuations and Growth']
18069,18083,2012,May,Networked FDI: Sales and Sourcing Patterns of Japanese Foreign Affiliates,"['Richard E Baldwin', 'Toshihiro Okubo']",w18083,['International Trade and Investment']
18070,18084,2012,May,Financial Risk Measurement for Financial Risk Management,"['Francis X Diebold', 'Peter F Christoffersen', 'Tim Bollerslev', 'Torben G Andersen']",w18084,"['Asset Pricing', 'Economic Fluctuations and Growth', 'International Finance and Macroeconomics']"
18071,18085,2012,May,Slow Recoveries: A Structural Interpretation,"['Frank Smets', 'Jordi Gali', 'Rafael Wouters']",w18085,"['Economic Fluctuations and Growth', 'Monetary Economics']"
18072,18086,2012,May,Care or Cash? The Effect of Child Care Subsidies on Student Performance,"['Katrine V Loken', 'Kjell G Salvanes', 'Paul J Devereaux', 'Sandra E Black']",w18086,"['Children', 'Economics of Education', 'Labor Studies']"
18073,18087,2012,May,The Heterogeneity of the Cigarette Price Effect on Body Mass Index,"['Charles J Courtemanche', 'George L Wehby']",w18087,"['Health Care', 'Health Economics']"
18074,18088,2012,May,Do Welfare Policies Matter for Labor Market Aggregates? Quantifying Safety Net Work Incentives since 2007,['Casey B Mulligan'],w18088,"['Economic Fluctuations and Growth', 'Public Economics']"
18075,18089,2012,May,Pricing Regulation and Imperfect Competition on the Massachusetts Health Insurance Exchange,"['Amanda Starc', 'Keith M Marzilli Ericson']",w18089,['Health Care']
18076,18090,2012,May,China and the TPP: A Numerical Simulation Assessment of the Effects Involved,"['Chunding Li', 'John Whalley']",w18090,['International Finance and Macroeconomics']
18077,18091,2012,May,Catch-up and Fall-back through Innovation and Imitation,"['Christopher Tonetti', 'Jess Benhabib', 'Jesse Perla']",w18091,['Economic Fluctuations and Growth']
18078,18092,2012,May,Managing Currency Pegs,"['Martin Uribe', 'Stephanie Schmitt-Grohe']",w18092,['International Finance and Macroeconomics']
18079,18093,2012,May,Gender Differences in Bargaining Outcomes: A Field Experiment on Discrimination,"['Lise Vesterlund', 'Marco Castillo', 'Maximo Torero', 'Ragan Petrie']",w18093,"['Labor Studies', 'Public Economics']"
18080,18094,2012,May,Disentangling the Channels of the 2007-2009 Recession,"['James H Stock', 'Mark W Watson']",w18094,"['Economic Fluctuations and Growth', 'Monetary Economics']"
18081,18095,2012,May,Private Returns to Public Office,"['Florian Schulz', 'Raymond Fisman', 'Vikrant Vig']",w18095,"['Corporate Finance', 'Law and Economics', 'Labor Studies', 'Public Economics', 'Political Economy']"
18082,18096,2012,May,Cultural Proximity and Loan Outcomes,"['Daniel Paravisini', 'Raymond Fisman', 'Vikrant Vig']",w18096,"['Corporate Finance', 'Labor Studies']"
18083,18097,2012,May,When did the dollar overtake sterling as the leading international currency? Evidence from the bond markets,"['Arnaud J Mehl', 'Barry J Eichengreen', 'Livia Chitu']",w18097,"['Development of the American Economy', 'International Finance and Macroeconomics']"
18084,18098,2012,May,Market Design in Cap and Trade Programs: Permit Validity and Compliance Timing,"['Michael R Moore', 'Stephen P Holland']",w18098,['Environment and Energy Economics']
18085,18099,2012,May,Chronic Specie Scarcity and Efficient Barter: The Problem of Maintaining an Outside Money Supply in British Colonial America,['Farley Grubb'],w18099,['Development of the American Economy']
18086,18100,2012,May,"Human Capital, Economic Growth, and Inequality in China","['James J Heckman', 'Junjian Yi']",w18100,"['Children', 'Economics of Education', 'Labor Studies']"
18087,18101,2012,May,Elections in China,"['Gerard Padro i Miquel', 'Monica Martinez-Bravo', 'Nancy Qian', 'Yang Yao']",w18101,"['Political Economy', 'Public Economics']"
18088,18102,2012,May,Macroeconomics with Financial Frictions: A Survey,"['Markus K Brunnermeier', 'Thomas M Eisenbach', 'Yuliy Sannikov']",w18102,"['Asset Pricing', 'Corporate Finance', 'Economic Fluctuations and Growth', 'International Finance and Macroeconomics', 'Monetary Economics']"
18089,18103,2012,May,"Quality of Life, Firm Productivity, and the Value of Amenities across Canadian Cities","['Casey Warman', 'David Y Albouy', 'Fernando Leibovici']",w18103,"['Labor Studies', 'Public Economics']"
18090,18104,2012,May,"Volatility, the Macroeconomy and Asset Prices","['Amir Yaron', 'Dana Kiku', 'Ivan Shaliastovich', 'Ravi Bansal']",w18104,"['Asset Pricing', 'Economic Fluctuations and Growth']"
18091,18105,2012,May,Bankruptcy as Implicit Health Insurance,['Neale Mahoney'],w18105,"['Health Care', 'Health Economics', 'Law and Economics', 'Public Economics']"
18092,18106,2012,May,"Men, Women, and Machines: How Trade Impacts Gender Inequality","['Carolina Villegas-Sanchez', 'Chinhui Juhn', 'Gergely Ujhelyi']",w18106,"['International Trade and Investment', 'Labor Studies']"
18093,18107,2012,May,Trade Credit and Taxes,"['C Fritz Foley', 'James R Hines, Jr', 'Mihir A Desai']",w18107,"['Corporate Finance', 'International Trade and Investment', 'Public Economics']"
18094,18108,2012,May,Estimating the Tradeoff Between Risk Protection and Moral Hazard with a Nonlinear Budget Set Model of Health Insurance,['Amanda E Kowalski'],w18108,"['Economics of Aging', 'Health Care', 'Public Economics']"
18095,18109,2012,May,Meeting Urban Housing Needs: Do People Really Come to the Nuisance?,"['Brooks M Depro', 'Christopher Timmins', ""Maggie O'Neil""]",w18109,['Environment and Energy Economics']
18096,18110,2012,May,Housing Productivity and the Social Cost of Land-Use Restrictions,"['David Y Albouy', 'Gabriel Ehrlich']",w18110,"['Labor Studies', 'Public Economics']"
18097,18111,2012,May,When Walmart Comes to Town: Always Low Housing Prices? Always?,"['Devin G Pope', 'Jaren C Pope']",w18111,"['Labor Studies', 'Public Economics']"
18098,18112,2012,May,"The Political Risks of Fighting Market Failures: Subversion, Populism and the Government Sponsored Enterprises",['Edward L Glaeser'],w18112,"['Public Economics', 'Political Economy']"
18099,18113,2012,May,Why Trade Matters After All,['Ralph Ossa'],w18113,['International Trade and Investment']
18100,18114,2012,May,Liquidity Traps and Expectation Dynamics: Fiscal Stimulus or Fiscal Austerity?,"['George W Evans', 'Jess Benhabib', 'Seppo Honkapohja']",w18114,['Economic Fluctuations and Growth']
18101,18115,2012,May,"The Effects of ""Girl-Friendly"" Schools: Evidence from the BRIGHT School Construction Program in Burkina Faso","['Dan Levy', 'Harounan Kazianga', 'Leigh L Linden', 'Matthew Sloan']",w18115,"['Children', 'Economics of Education', 'Labor Studies', 'Public Economics']"
18102,18116,2012,June,NIH Peer Review: Challenges and Avenues for Reform,"['Gustavo Manso', 'Joshua S Graff Zivin', 'Pierre Azoulay']",w18116,"['Productivity, Innovation, and Entrepreneurship']"
18103,18117,2012,June,Democracy and Reforms: Evidence from a New Dataset,"['Antonio Spilimbergo', 'Paola Giuliano', 'Prachi Mishra']",w18117,['Political Economy']
18104,18118,2012,June,Does Decentralization Facilitate Access to Poverty-Related Services? Evidence from Benin,"['Emilie Caldeira', 'Gregoire Rota-Graziosi', 'Martial Foucault']",w18118,['Public Economics']
18105,18119,2012,June,Education and the Quality of Government,"['Alejandro Ponce', 'Andrei Shleifer', 'Juan Botero']",w18119,"['Public Economics', 'Political Economy']"
18106,18120,2012,June,Multinationals and the High Cash Holdings Puzzle,"['Lee Pinkowitz', 'Rene M Stulz', 'Rohan Williamson']",w18120,['Corporate Finance']
18107,18121,2012,June,Hard Evidence on Soft Skills,"['James J Heckman', 'Tim D Kautz']",w18121,"['Children', 'Labor Studies']"
18108,18122,2012,June,Distance and Political Boundaries: Estimating Border Effects under Inequality Constraints.,"['Alberto F Cavallo', 'Fernando Borraz', 'Leandro Zipitria', 'Roberto Rigobon']",w18122,"['International Finance and Macroeconomics', 'International Trade and Investment']"
18109,18123,2012,June,"Tall or Taller, Pretty or Prettier: Is Discrimination Absolute or Relative?",['Daniel S Hamermesh'],w18123,['Labor Studies']
18110,18124,2012,June,Water Availability as a Constraint on China's Future Growth,"['Dana Medianu', 'John Whalley']",w18124,"['Environment and Energy Economics', 'Economic Fluctuations and Growth']"
18111,18125,2012,June,Housing Market Spillovers: Evidence from the End of Rent Control in Cambridge Massachusetts,"['Christopher R Walters', 'David H Autor', 'Parag A Pathak']",w18125,"['Labor Studies', 'Public Economics']"
18112,18126,2012,June,Decentralisation in Africa and the Nature of Local Governments' Competition: Evidence from Benin,"['Emilie Caldeira', 'Gregoire Rota-Graziosi', 'Martial Foucault']",w18126,['Public Economics']
18113,18127,2012,June,The Incidence of an Oil Glut: Who Benefits from Cheap Crude Oil in the Midwest?,"['Ryan Kellogg', 'Severin Borenstein']",w18127,"['Environment and Energy Economics', 'Industrial Organization']"
18114,18128,2012,June,Growth-Rate and Uncertainty Shocks in Consumption: Cross-Country Evidence,"['Dmitriy Sergeyev', 'Emi Nakamura', 'Jon Steinsson']",w18128,"['Asset Pricing', 'Economic Fluctuations and Growth', 'International Finance and Macroeconomics', 'Monetary Economics']"
18115,18129,2012,June,"Suffrage, Schooling, and Sorting in the Post-Bellum U.S. South",['Suresh Naidu'],w18129,"['Development of the American Economy', 'Economics of Education', 'Law and Economics', 'Political Economy']"
18116,18130,2012,June,How Deep Are the Roots of Economic Development?,"['Enrico Spolaore', 'Romain Wacziarg']",w18130,"['Development of the American Economy', 'Economic Fluctuations and Growth', 'Political Economy']"
18117,18131,2012,June,Skill Premium and Trade Puzzles: a Solution Linking Production and Preferences,"['James R Markusen', 'Justin Caron', 'Thibault Fally']",w18131,['International Trade and Investment']
18118,18132,2012,June,International Standards and International Trade: Empirical Evidence from ISO 9000 Diffusion,"['Joseph A Clougherty', 'Michal Grajek']",w18132,"['Industrial Organization', 'International Trade and Investment', 'Productivity, Innovation, and Entrepreneurship']"
18119,18133,2012,June,The Life Cycle of Plants in India and Mexico,"['Chang-Tai Hsieh', 'Peter J Klenow']",w18133,"['Economic Fluctuations and Growth', 'Productivity, Innovation, and Entrepreneurship']"
18120,18134,2012,June,Does Strengthening Self-Defense Law Deter Crime or Escalate Violence? Evidence from Castle Doctrine,"['Cheng Cheng', 'Mark L Hoekstra']",w18134,['Law and Economics']
18121,18135,2012,June,Inflation Tracking Portfolios,"['Christopher T Downing', 'Francis A Longstaff', 'Michael A Rierson']",w18135,['Asset Pricing']
18122,18136,2012,June,Managing Catastrophic Risk,"['Geoffrey Heal', 'Howard C Kunreuther']",w18136,['Environment and Energy Economics']
18123,18137,2012,June,Does Mutual Fund Performance Vary over the Business Cycle?,"['Andre de Souza', 'Anthony W Lynch']",w18137,['Asset Pricing']
18124,18138,2012,June,The Euro and the global crises: finding the balance between short term stabilization and forward looking reforms,['Joshua Aizenman'],w18138,['International Finance and Macroeconomics']
18125,18139,2012,June,Does Finance Cause Growth? Evidence from the Origins of Banking in Russia,"['Daniel Berkowitz', 'Koen Schoors', 'Mark L Hoekstra']",w18139,"['Economic Fluctuations and Growth', 'Law and Economics']"
18126,18140,2012,June,Post-Durban Climate Policy Architecture Based on Linkage of Cap-and-Trade Systems,"['Matthew Ranson', 'Robert N Stavins']",w18140,"['Environment and Energy Economics', 'Public Economics', 'Political Economy']"
18127,18141,2012,June,The Cost of Friendship,"['Paul A Gompers', 'Vladimir Mukharlyamov', 'Yuhai Xuan']",w18141,['Corporate Finance']
18128,18142,2012,June,"""Getting the Biggest Bang for the Buck in Fiscal Policy""",['Miles S Kimball'],w18142,"['Economic Fluctuations and Growth', 'International Finance and Macroeconomics', 'Monetary Economics', 'Public Economics']"
18129,18143,2012,June,The Dollar and its Discontents,['Olivier Jeanne'],w18143,['International Finance and Macroeconomics']
18130,18144,2012,June,A Precautionary Tale of Uncertain Tail Fattening,['Martin L Weitzman'],w18144,['Environment and Energy Economics']
18131,18145,2012,June,The Effect of Education Policy on Crime: An Intergenerational Perspective,"['Costas Meghir', 'Marieke Schnabel', 'Marten Palme']",w18145,"['Children', 'Economics of Education', 'Labor Studies']"
18132,18146,2012,June,Evaluating the Role of Science Philanthropy in American Research Universities,['Fiona E Murray'],w18146,"['Productivity, Innovation, and Entrepreneurship']"
18133,18147,2012,June,Real Assets and Capital Structure,"['Erasmo Giambona', 'Murillo Campello']",w18147,['Corporate Finance']
18134,18148,2012,June,"Real Options, Taxes and Financial Leverage","['James A Read, Jr', 'Stewart C Myers']",w18148,['Corporate Finance']
18135,18149,2012,June,Testing for Keynesian Labor Demand,"['Benjamin A Malin', 'Mark Bils', 'Peter J Klenow']",w18149,"['Economic Fluctuations and Growth', 'Monetary Economics']"
18136,18150,2012,June,Corrupting Learning: Evidence from Missing Federal Education Funds in Brazil,"['Claudio Ferraz', 'Diana B Moreira', 'Frederico Finan']",w18150,"['Public Economics', 'Political Economy', 'Economics of Education']"
18137,18151,2012,June,Taxation and Redistribution of Residual Income Inequality,"['Guido Menzio', 'Mikhail Golosov', 'Pricila Maziero']",w18151,['Economic Fluctuations and Growth']
18138,18152,2012,June,The Demand of Liquid Assets with Uncertain Lumpy Expenditures,"['Fernando E Alvarez', 'Francesco Lippi']",w18152,['Economic Fluctuations and Growth']
18139,18153,2012,June,Using Audit Studies to Test for Physician Induced Demand: The Case of Antibiotic Abuse in China,"['Janet M Currie', 'Juan-Juan Meng', 'Wanchuan Lin']",w18153,"['Health Care', 'Health Economics']"
18140,18154,2012,June,Declining Labor Shares and the Global Rise of Corporate Saving,"['Brent Neiman', 'Loukas Karabarbounis']",w18154,"['Corporate Finance', 'Economic Fluctuations and Growth', 'International Finance and Macroeconomics']"
18141,18155,2012,June,Identification of Potential Games and Demand Models for Bundles,"['Jeremy T Fox', 'Natalia Lazzati']",w18155,"['Industrial Organization', 'Labor Studies', 'Technical Working Papers']"
18142,18156,2012,June,Strengthening State Capabilities: The Role of Financial Incentives in the Call to Public Service,"['Ernesto Dal Bo', 'Frederico Finan', 'Martin Rossi']",w18156,"['Labor Studies', 'Public Economics', 'Political Economy']"
18143,18157,2012,June,The Ramsey Discounting Formula for a Hidden-State Stochastic Growth Process,['Martin L Weitzman'],w18157,['Environment and Energy Economics']
18144,18158,2012,June,Is Conflicted Investment Advice Better than No Advice?,"['John Chalmers', 'Jonathan Reuter']",w18158,['Economics of Aging']
18145,18159,2012,June,Do Male-Female Wage Differentials Reflect Differences in the Return to Skill? Cross-City Evidence From 1980-2000,"['Ethan G Lewis', 'Paul Beaudry']",w18159,['Labor Studies']
18146,18160,2012,June,A Theory of Debt Maturity: The Long and Short of Debt Overhang,"['Douglas W Diamond', 'Zhiguo He']",w18160,['Corporate Finance']
