id,saleprice
1991,145061.5733017352
1411,182554.6623912229
1721,226479.76475564684
1144,183135.33511912
593,204360.0183950165
575,333219.88224813214
1249,167155.442389942
1604,99216.67654172801
1064,470407.982498821
1923,152241.09968429626
1988,112328.3173792317
2325,162409.51584090045
114,185523.08924186288
2700,160924.44202468384
217,155582.47564248915
343,177497.28081864543
386,213123.35939359473
2005,102359.47914575874
2908,121179.08366974047
1814,241423.2031454633
2446,460605.63549131097
208,146449.90439983102
1679,96816.02068589849
822,335392.43314484827
6,170029.4831789846
1781,410736.7333093615
2397,311198.949729273
2340,327565.57184964535
1618,152511.18633784718
2843,145513.96768077835
1061,365259.52869627357
2786,101769.04906578171
1935,136073.65212608047
1341,91319.93324989305
521,241449.90435478493
2136,130318.96483862726
996,172885.0190808578
227,113536.74675382418
135,180362.83466342784
1167,149726.76858237555
294,237406.2027404922
1776,212298.26787561912
540,171232.7070183403
1717,226976.28095109737
2303,114603.24482030944
116,169803.96576039726
127,121999.34321279926
1371,131328.95205683375
1014,151222.0891429483
1507,102030.49737026982
702,129000.54696923851
750,144874.41156462842
261,151288.37413780426
1559,99370.35107002356
577,228947.29026873782
2812,189656.96016257792
2080,167647.7137647246
1368,121321.76632902733
2376,109762.4963651414
659,110328.86770363762
1235,136638.9941993344
332,53228.689342648024
1917,144778.0490683005
2094,228268.82889969635
1460,242511.9205181995
1471,215019.21247985214
1509,109909.2752813121
1922,119688.31152799708
433,482032.06984473567
460,287404.33223590354
1116,221049.58139382047
1137,169156.14984087716
53,156981.66010374366
2354,260966.79654825677
1475,198279.53950978655
1761,495530.7127414256
842,121740.86508711825
2739,165132.45408525108
2509,144013.2793961461
1007,197403.0484868953
2610,181739.0961815984
1952,111767.44486496525
2719,162574.1201379927
2921,69187.36824575608
1966,129849.23085300584
292,104168.12435753603
1204,180740.00826445725
1829,238489.60088785778
2419,197386.2537042046
391,138754.8986058126
798,111970.76557619487
481,194409.93138032965
193,225100.8350253839
555,91736.20974655576
899,62534.94913965772
2357,155164.66541807106
328,111190.15693757893
1356,133644.13037269315
1154,104134.86343744515
1730,186377.31571004668
2249,139800.07509568162
1119,268659.41522328154
2856,136561.90703287077
1394,119345.29542840514
2587,117460.75412954137
61,278785.17227146274
2661,179366.60297509225
2711,124915.38620841157
1147,187687.6118306652
757,136832.2065849731
2623,64284.42453077779
2378,130672.87622660397
1413,123093.95232246845
1722,215700.94994297274
1112,198149.55083345927
1623,172364.3184947139
1201,181642.56373163353
1513,119467.42999918744
957,417883.97155787126
1171,265459.26386560226
1145,197276.50404766377
2726,241884.90341585525
703,135451.82319185583
760,123065.06773362943
1964,135661.3248411516
2512,181921.11201618944
159,108645.04218553912
1281,161576.03678047445
468,167949.16101349794
290,100764.60340472462
665,101734.66424469276
1463,243376.73569597126
1792,203349.82048260703
923,131846.9196948043
500,256193.5181040718
1408,202512.1305408282
331,64436.125697930795
170,140659.70275543825
2192,70649.37983606687
2571,301290.92038681894
2314,148745.80855871222
2647,85849.73933042817
422,428015.7251590595
2457,363081.2146936509
1838,194462.70533103487
2805,248264.38941239368
1645,136475.40937742335
1711,301111.5749210436
2825,238445.22035058183
322,326002.57295999606
2103,262273.4167992499
342,130286.74755801089
600,96819.64865660248
488,156025.88273825348
1725,337781.7827006864
2246,277915.7689219571
2847,143164.6103998342
806,241036.73918417905
530,208214.62500731903
963,197022.8348075398
2678,76148.31143198274
171,84382.07060890726
2401,459879.11418248934
805,217679.025078273
2259,250605.65214824438
1748,170909.35073725207
1361,139245.1004786464
1677,118557.23612217404
1406,133576.01982587026
2322,247269.85192979057
688,152553.2841057959
143,143145.41537073237
804,207384.1898677142
1214,159157.07458821192
2828,150721.70256997086
1999,186279.7579047287
2467,196827.29213629224
2665,191548.40127671894
1538,324519.6381527938
398,89125.95111463386
2822,142142.77649304885
2157,135643.34701258613
1856,189315.72587988726
1269,84976.84890814679
2570,117815.5959213569
2320,208986.93742169542
1517,165735.14534635612
2304,108507.93427007362
1312,84743.09752972078
2012,120803.38849320078
506,233861.95827893636
2865,219556.82951209848
2367,99871.45500903316
554,90369.60363138486
238,134904.79233184684
1954,98794.92409540813
2488,118182.07224072539
2291,53109.48040599855
1969,82443.95141078028
2725,156370.3969575734
1482,135986.12407319105
2763,199271.70720006071
503,239102.6256518141
1584,257580.72790728929
1531,118567.14277131921
2210,169899.39050788854
459,357523.6932830333
556,113779.08335737877
1347,142632.86636171862
1290,72780.82261491563
1388,86438.06588944467
1571,312039.20843556797
2754,207571.48293029558
765,130254.55243087347
2494,118900.06972599089
2870,223448.45108848455
7,248366.0957544005
1114,250004.1734046588
2418,276692.1487422088
291,124391.54155170763
18,394628.0632160717
39,416536.637305636
1001,285472.8411070156
2442,227413.06401439075
616,89304.04764596607
2680,47467.39681647561
1414,128415.63244954508
289,147387.2818450326
40,273616.8082823645
860,109777.01521816403
409,124242.11419052086
673,142259.16630435688
2427,175725.1416683131
2036,209624.54415846633
2564,126854.11725472249
642,156471.63762616238
1008,185809.19502414303
1908,140604.73526682786
2519,179344.87237180554
1369,99948.72660627375
2855,180927.4862811117
712,113802.39797617504
1943,143483.36773639236
1958,126990.62439157232
107,151090.63223378567
2295,206958.66849290492
704,121781.81171431486
676,134112.43502814014
259,176945.31520466626
93,276651.8343018441
106,221429.0748311585
2315,149819.10802876524
1050,92980.64770554796
1095,207463.8842606508
2709,139782.9711591518
758,168513.95194464538
1496,134681.47237946282
2370,126978.36295183699
2458,304423.02926909726
2733,120493.39551142327
161,284664.47810146917
726,151744.97502713196
845,213095.76269647502
947,234799.63165075486
2232,144928.8452830089
2563,169277.91147963968
2299,154449.42024759584
211,100792.05977242276
605,138491.96392919205
1478,209510.09868068024
2247,256105.32643577235
2274,191070.34117292112
2869,226949.48179332263
967,209371.12709072724
2656,92953.37665670864
667,186853.19994624634
1042,109626.02949380974
2023,151391.4274035677
2447,377740.7231124982
2055,106277.5842621458
2275,278079.5891425257
2204,176996.08658933328
1563,251938.4189137019
483,217237.8401656858
796,135027.60644327168
1526,163028.3155174018
2042,156159.78853465
442,360852.663296038
1693,335361.504323442
1468,216404.61263476437
1430,178453.95403820454
2605,164961.84924974787
1529,222928.8152572797
335,151669.7132145812
1287,112090.97683588865
31,97121.54328578377
1785,321491.2491568851
82,146229.24990974797
2620,129408.39528753726
252,167684.9932747848
721,43203.570883418986
2165,192293.85395418972
2316,165734.1069274215
775,115665.71721369775
1558,81184.5661894648
17,215633.93716340794
1022,240599.31383845455
925,101292.14858715408
438,279040.74350024824
1270,142747.32401349337
1272,107781.92252863025
215,126688.92940414432
266,219275.1416945708
2402,288828.51312883897
1250,117203.68028363421
1984,106414.98192614547
1279,129550.42813127127
377,260685.76451896393
1252,118434.52419519967
2156,272311.9544065735
499,307381.23003777117
1374,107315.81916758938
2898,243910.31486652448
401,84386.60273886657
2721,128138.69029052925
2078,254765.51575390899
2589,109635.91459973148
1946,209440.4220084461
1334,118406.28335510918
2781,208899.60339445143
431,423864.2571378411
576,193746.61782884682
1474,212650.5769640453
2254,148283.85947190612
2155,279889.33452046075
885,89197.88280633236
643,135092.76107598963
1944,111399.67341903687
480,184822.76958227245
2845,110867.19957362812
2387,320506.265916847
2407,218854.329914178
2527,135064.70068713577
2514,138206.45559185758
629,152219.68563119916
80,214073.44972858464
1876,131853.79884665503
1546,128938.05292687776
2518,171983.0874395235
2347,149888.75560361284
783,224481.9807746468
1322,60922.519602357424
194,79869.40604818604
1770,274666.5802051871
2143,124637.67881299616
1229,204325.52394679736
511,276655.2525361381
46,239690.3465038135
1348,126789.3924229152
2465,195234.73242833192
387,213972.2301885874
873,234215.95449299662
1918,122249.1216277927
2764,236436.16927124545
2184,125702.51696498803
934,141477.92845250125
1920,123300.76017694196
2631,129280.42949606373
1768,535205.7004233219
2040,104276.84112709652
1749,208327.45741505167
834,234498.28538472543
1457,230723.97046574333
79,94241.55622623255
2302,103960.02752687491
1817,145821.81560144149
2755,245720.85649940523
359,165585.80599140574
2059,91202.9804968436
2092,242004.6670606094
2516,214687.05770179012
150,134084.23695293104
1656,125336.32515137563
83,88878.25461757608
2411,193411.12390204347
795,48965.12767086469
2312,217427.62414496747
2917,125001.66184883693
1624,182030.5965659457
2215,283957.50858298613
1211,142359.2127143849
1485,136005.2607100327
1024,185133.16357466625
570,173437.83393044068
2874,131496.9115301303
700,140043.34632130392
2756,218703.8382704123
2022,182431.31776908846
583,211771.56710979133
2392,387790.1841916961
2424,170153.7386171426
212,157171.50865113395
736,114197.7204299895
1610,159862.44872626968
890,107759.4144030467
467,165520.57558629467
578,207506.84409452515
1747,190459.40256209255
1149,149804.69987228783
2758,278407.35983849736
857,124974.58903313187
2219,285050.3314313226
733,122090.60006926548
2909,99418.45919645103
1798,227533.60405406513
235,134575.22660934448
2366,134842.9783481806
1027,100907.47435629593
1195,110670.20079756755
1303,-5430.605925816257
148,177011.61765676545
608,146673.97541625035
2515,178071.16929009993
821,263563.8419614847
2500,264023.1724524948
745,92500.94697268413
741,116407.82317986552
1611,146017.39808263635
2532,108705.27669182367
1081,209265.1767424849
1692,439448.6843496326
2520,176275.4084690034
276,100126.19639881646
1992,138853.95708055547
663,63493.19436766578
418,101710.72339741161
1733,189700.72687827927
2359,133353.29418887082
253,178013.256401805
1518,184685.52074787833
2035,136021.5864001345
2919,57628.666648039536
1540,223834.75448292177
2120,126297.10885400281
1674,151903.6856669194
256,140779.5644524178
2361,67486.96443589992
978,66312.6021001695
2280,109043.64427377073
2095,236347.50087535428
1709,327976.7779140303
2801,241129.0313681832
1246,104803.92784735934
2373,88566.62046941517
1055,312334.13877101446
2017,126942.62247821642
1099,274788.68155861256
1344,72623.70090817519
835,172856.4946030129
1117,239608.72050734865
2043,81890.92680920944
2085,100223.23609920205
410,141460.95144154495
2650,129374.90917865605
2867,150147.49923576682
1668,98120.02641753019
1161,150845.65777708642
2122,171674.96308561484
2539,139966.64872442168
1047,119632.12598092294
1445,117882.3334448481
541,132257.99327098439
569,211512.76327666026
1276,108447.72152049582
918,126371.61004945361
326,137741.5731918292
1936,118423.80468802936
895,74605.27921088852
257,123841.31271967237
1241,182853.95017435632
1545,117995.1448871092
1189,171688.44879880841
270,135812.98122120972
2066,210237.67993043075
693,91442.4481743204
1259,112628.93627673948
2916,139195.9991685749
2321,282321.9019690065
1977,148621.57137781935
1895,142386.086618554
1240,148405.768911094
85,161796.45557201607
1823,131926.35978158828
825,301335.86632415105
110,217697.34100904313
697,120288.43691887743
2297,120406.82110723692
1231,126855.13375962916
1355,127503.60783604893
968,359930.6643099836
584,197094.4356085832
1315,167598.16654553812
1606,107878.53342877622
206,116726.84795661052
1685,389238.77611917903
2016,113608.41222373233
869,196486.22699956282
2135,120819.79406891257
2346,157774.90343258402
2430,231377.2175269082
2198,74147.9801760382
2652,116104.5025278986
27,86412.56642241363
241,156472.70480935974
906,118112.37460376255
1506,121094.6407351879
2098,352866.3087456251
1435,220669.41429893964
2213,99992.63452026712
1274,122863.66364152826
743,53663.1685092962
1737,213642.21015758094
2797,270747.9613570228
2185,44403.75208089617
58,144119.4194323947
830,202934.59279067517
808,92847.0115888117
680,138784.00094341813
1153,106782.43731216596
1291,147670.74458918098
1818,136152.19629025954
2161,193662.6888655045
1883,76339.1847134041
350,387907.06140783255
2473,168005.19565378645
295,166957.0125106718
293,211621.21113850322
859,108496.30658636281
288,48938.325181076856
1578,127204.2325789764
102,198088.49666206742
2831,174023.35124575545
1030,132037.4736409666
2551,142119.92763646608
1286,142023.88976390538
958,293842.72442539356
776,105551.36649937765
72,228274.49437295104
2263,248186.41834058147
1866,148793.30768345285
2876,75187.08386620297
2146,239218.04105502059
103,177070.75418579447
1500,127114.72126980283
492,158829.2150489053
167,125607.65425785774
2597,109276.37934937041
2685,96292.99102019137
1035,154430.77763925344
1220,36900.495770086476
2602,146233.423782827
2159,197809.12070029357
695,151410.044860159
1109,252966.69917841832
640,176584.15767854644
1652,145660.775104544
2090,175593.03789920465
1188,166569.2347054498
2345,226529.9024765941
1059,398539.6148439791
2751,232591.61325501773
128,220687.75995429876
1523,147002.49383641215
2925,162369.56297196637
2145,299695.3885699508
1121,222634.55704559328
566,260483.03085169123
565,231100.46535997937
1331,130551.67235479815
2928,116525.49490009663
156,121804.53382284538
797,131136.2028467826
327,71518.82060717168
2859,138004.73315912648
1453,102336.86978645522
1762,324176.94403874635
1868,187887.19881754724
1760,148487.28086257452
1113,223481.27877246216
1812,194076.6765422617
117,132939.02185916496
1142,221375.9566160898
2342,421949.5235164064
927,112885.77499671325
2478,155371.46822848913
655,38390.547918341996
2064,117167.15203811135
369,307525.2689977155
2239,106676.09536509076
2732,196778.0687648044
1653,168020.14614740454
959,213436.58301694796
2395,364604.67299376294
1412,117461.85841738751
271,250425.0682232938
1484,136780.55930835995
1497,141951.87935483007
552,122830.6935820857
2,101571.74940292587
1855,327204.4486728364
4,281398.31857115205
2292,143369.78430743905
134,139804.93651728585
646,98545.53349169796
42,314453.5096466312
532,221380.28076549433
713,64754.84330642813
2561,139183.24490933708
2360,110007.35922701938
1333,131599.04110097775
1407,215573.5655252887
2892,289841.34704238514
574,230397.481016888
1227,198628.9381370579
2591,201150.97085958166
1476,230955.07459484285
1125,255171.37039396836
1446,157440.96330782757
408,111230.86846291611
1101,273110.0831089823
2251,184459.27915701893
373,169272.42225457917
2554,102490.92843125472
2382,263668.6472919043
1985,92605.06606261362
519,245544.12707839592
1093,166823.9777026493
864,244952.27774072927
2889,147582.97877982142
2308,195429.62943753292
986,135511.70645284888
1302,125309.80796169833
585,126319.58065838738
2708,142441.5135381271
147,137074.59944107282
1441,228789.49301095452
383,161875.0387986165
285,155248.92782222846
181,113682.77704916209
358,184450.27966816476
780,177521.4103714422
258,172651.76797914293
1865,209778.71603523658
692,130091.9811096119
2902,330592.96623112983
508,239247.26246849864
2638,149365.93244046578
36,139378.1879080793
611,166418.9646872074
2281,114409.30152376904
1678,141426.18809830374
1696,469128.3289342363
1557,72548.82894887225
2180,128927.25091362072
1726,231220.21732130385
951,129272.34107601545
267,215166.72818472097
2706,120457.56964357411
2221,230225.98339093183
1357,180135.62076484453
2901,327042.2129413539
347,157777.1128831473
2164,195279.5647991504
1586,287905.5522922743
360,150372.74040151804
1769,224344.94554742827
2617,129043.47822936001
1879,135716.70296253252
991,214954.91335868434
1535,101410.06035187498
1191,117896.47677509669
1579,210328.76553109064
1882,133187.16349673175
1510,105653.16803699608
2196,178280.55059681402
1845,175110.94279609167
2336,410701.5290468571
942,82699.29027882281
861,122645.92129614648
2555,95459.26432255331
1392,168707.66559224785
2099,261439.6400460546
1543,110748.89052144873
948,271099.6710878464
1239,179395.77174492335
22,184602.3583175337
2796,242558.8478376875
2747,202860.70221005875
92,269856.5644005484
210,185710.6520704167
1858,197438.70812227705
2228,141447.19603771792
447,254884.6746553753
827,249563.00180510426
1649,219329.19031607467
682,130290.27113163016
2698,117312.51383186712
494,129375.92450185581
214,91942.80335238548
2441,246381.18565050774
2679,109607.07979948746
1336,94339.69906774095
465,175696.24070390762
1524,122741.69155662021
2543,93677.11612833
631,151097.48470707316
2452,283022.0334825384
228,112937.92332036639
126,184151.28056693758
1092,248003.1391705028
1122,217880.21193028236
932,210413.62029808646
1980,99879.26664884461
2171,93068.18371057107
551,149469.61292724055
2768,173722.1248458973
2056,85750.37195396141
1159,335829.34673073865
2645,143432.06618442168
1174,179345.63006136968
2266,230329.28888973905
2462,399587.68500371877
1219,143588.22183472454
2922,175265.78353229415
118,134471.62593134894
474,148210.15730769152
2576,159731.5312857189
872,294002.86064775195
1077,211837.19334424884
1536,125435.19601943955
1150,91109.1031801535
2341,359993.373910596
1931,163950.9233426443
2785,124997.31600758975
2538,118050.80163598838
597,190237.11953143004
464,215284.42893145175
233,241177.14347254665
2169,130284.06233617767
2123,156179.44926317167
1867,162506.46553271226
137,267989.85015855223
515,227230.54628178646
933,88054.62084702251
2784,148672.42049880454
972,153764.4272097012
599,131838.20279395033
2614,127453.56005691728
2582,124085.65982369974
1409,180831.18997520398
175,99488.09945664137
352,228547.48185561172
976,102189.02175731659
2134,191764.39419225074
984,91265.77424583204
2396,351497.64048005943
1673,115916.26233269111
404,131440.23872947966
607,152974.39662839824
814,153976.11980347492
868,184715.23081241522
2271,183742.1521695315
1633,283919.8697275158
337,133096.06193722505
2765,184127.90588613023
1746,246252.92845627855
368,354806.8812582196
2806,216851.56383900612
1662,168515.66897061112
1234,226477.70667811617
1373,108133.8367235971
1672,87782.22217110926
1939,104775.79315018651
