,paper,year,month,title,author,code,prog
10012,10024,2003,October,"The WTO Promotes Trade, Strongly But Unevenly","['Arvind Subramanian', 'Shang-Jin Wei']",w10024,"['International Finance and Macroeconomics', 'International Trade and Investment']"
10013,10025,2003,October,Policy Evaluation in Uncertain Economic Environments,"['Kenneth D West', 'Steven N Durlauf', 'William A Brock']",w10025,"['Economic Fluctuations and Growth', 'Monetary Economics']"
10014,10026,2003,October,Efficient Tests of Stock Return Predictability,"['John Y Campbell', 'Motohiro Yogo']",w10026,['Asset Pricing']
10015,10027,2003,October,The Effect of Organizational Context on Individual Performance,"['Gary P Pisano', 'Robert S Huckman']",w10027,['Health Care']
10016,10028,2003,October,Geography and the Internet: Is the Internet a Substitute or a Complement for Cities?,"['Joel Waldfogel', 'Todd M Sinai']",w10028,"['Industrial Organization', 'Public Economics']"
10017,10029,2003,October,"Macroeconomic Conditions, Health Care Costs, and the Distribution of Health Insurance","['Kathrine Jack', 'Sherry A Glied']",w10029,['Health Care']
10018,10030,2003,October,Retirement Effects of Proposals by the President's Commision to Strengthen Social Security,"['Alan L Gustman', 'Thomas L Steinmeier']",w10030,"['Economics of Aging', 'Labor Studies', 'Public Economics']"
10019,10031,2003,October,Stock Market and Investment Goods Prices: Implications for Macroeconomics,"['Jonas D M Fisher', 'Lawrence J Christiano']",w10031,['Economic Fluctuations and Growth']
10020,10032,2003,October,Experience of and Lessons from Exchange Rate Regime in Emerging Economies,['Jeffrey A Frankel'],w10032,['International Finance and Macroeconomics']
10021,10033,2003,October,Welfare Reform and Health Insurance Coverage of Low-Income Families,"['Neeraj Kaushal', 'Robert Kaestner']",w10033,"['Health Economics', 'Children']"
10022,10034,2003,October,Changes in the Welfare Caseload and the Health of Low-educated Mothers,"['Elizabeth Tarlov', 'Robert Kaestner']",w10034,"['Health Economics', 'Children']"
10023,10035,2003,October,Health and Wealth Accumulation: Evidence from Nineteenth-Century America,['Chulhee Lee'],w10035,['Development of the American Economy']
10024,10036,2003,October,"Currency Mismatches, Debt Intolerance and Original Sin: Why They Are Not the Same and Why it Matters","['Barry J Eichengreen', 'Ricardo Hausmann', 'Ugo Panizza']",w10036,['International Finance and Macroeconomics']
10025,10037,2003,October,The Form of Property Rights: Oligarchic vs. Democratic Societies,['Daron Acemoglu'],w10037,"['Economic Fluctuations and Growth', 'Law and Economics']"
10026,10038,2003,October,Market Size in Innovation: Theory and Evidence From the Pharmaceutical Industry,"['Daron Acemoglu', 'Joshua Linn']",w10038,"['Health Economics', 'Industrial Organization', 'Productivity, Innovation, and Entrepreneurship']"
10027,10039,2003,October,Foreign Owners and Plant Survival,"['Andrew B Bernard', 'Fredrik Sjoholm']",w10039,['International Trade and Investment']
10028,10040,2003,October,Do Democracies Have Different Public Policies than Nondemocracies?,"['Casey B Mulligan', 'Ricard Gil', 'Xavier X Sala-i-Martin']",w10040,['Public Economics']
10029,10041,2003,October,A Model of R&D Valuation and the Design of Research Incentives,"['Eduardo S Schwartz', 'Jason C Hsu']",w10041,"['Asset Pricing', 'Productivity, Innovation, and Entrepreneurship']"
10030,10042,2003,October,How to Discount Cashflows with Time-Varying Expected Returns,"['Andrew Ang', 'Jun Liu']",w10042,['Asset Pricing']
10031,10043,2003,October,Unemployment Insurance Tax Burdens and Benefits: Funding Family Leave and Reforming the Payroll Tax,"['Bruce D Meyer', 'Patricia M Anderson']",w10043,"['Labor Studies', 'Public Economics']"
10032,10044,2003,October,"Tax Bases, Tax Rates and the Elasticity of Reported Income",['Wojciech Kopczuk'],w10044,['Public Economics']
10033,10045,2003,October,Illicit Drug Use and Educational Attainment,['Pinka Chatterji'],w10045,"['Economics of Education', 'Health Economics']"
10034,10046,2003,October,Marijuana and Crime: Is there a Connection Beyond Prohibition?,"['Beau Kilmer', 'Rosalie Liccardo Pacula']",w10046,"['Children', 'Health Economics']"
10035,10047,2003,October,The Chinese Economies in Global Context: The Integration Process and Its Determinants,"['Eiji Fujii', 'Menzie David Chinn', 'Yin-Wong Cheung']",w10047,['International Finance and Macroeconomics']
10036,10048,2003,October,Forecasting the Term Structure of Government Bond Yields,"['Canlin Li', 'Francis X Diebold']",w10048,['Asset Pricing']
10037,10049,2003,October,Product Substitutability and Productivity Dispersion,['Chad Syverson'],w10049,"['Productivity, Innovation, and Entrepreneurship']"
10038,10050,2003,October,Growth Strategies,['Dani Rodrik'],w10050,"['Economic Fluctuations and Growth', 'International Finance and Macroeconomics', 'International Trade and Investment']"
10039,10051,2003,October,Winners and Losers of Tax Competition in the European Union,"['Enrique G Mendoza', 'Linda L Tesar']",w10051,['International Finance and Macroeconomics']
10040,10052,2003,October,Heterogeneity and the FDI versus Export Decision of Japanese Manufacturers,"['John C Ries', 'Keith Head']",w10052,['International Trade and Investment']
10041,10053,2003,October,"Air Quality, Infant Mortality, and the Clean Air Act of 1970","['Kenneth Y Chay', 'Michael Greenstone']",w10053,"['Economics of Education', 'Health Care', 'Health Economics', 'Public Economics', 'Environment and Energy Economics']"
10042,10054,2003,October,Corporate Earnings and the Equity Premium,"['Francis A Longstaff', 'Monika Piazzesi']",w10054,['Asset Pricing']
10043,10055,2003,November,"Small Farms, Externalities, and the Dust Bowl of the 1930's","['Gary D Libecap', 'Zeynep K Hansen']",w10055,['Development of the American Economy']
10044,10056,2003,November,The Demand for Coordination,"['Tano Santos', 'Wouter Dessein']",w10056,['Labor Studies']
10045,10057,2003,November,A Normal Country,"['Andrei Shleifer', 'Daniel S Treisman']",w10057,['Economic Fluctuations and Growth']
10046,10058,2003,November,Is Japan's Trade (still) Different?,"['James Harrigan', 'Rohit Vanjani']",w10058,['International Trade and Investment']
10047,10059,2003,November,Efficiency Costs of Meeting Industry-Distributional Constraints under Environmental Permits and Taxes,"['A Lans Bovenberg', 'Derek J Gurney', 'Lawrence H Goulder']",w10059,"['Public Economics', 'Environment and Energy Economics']"
10048,10060,2003,November,School-to-Career Programs and Transitions to Employment and Higher Education,"['David Neumark', 'Donna S Rothstein']",w10060,"['Economics of Education', 'Public Economics']"
10049,10061,2003,November,The Unholy Trinity of Financial Contagion,"['Carlos A Vegh', 'Carmen M Reinhart', 'Graciela Laura Kaminsky']",w10061,['International Finance and Macroeconomics']
10050,10062,2003,November,Benefit Plan Design and Prescription Drug Utilization Among Asthmatics: Do Patient Copayments Matter?,"['Ernst R Berndt', 'Onur Baser', 'Stan N Finkelstein', 'Whitney P Witt', 'William H Crown']",w10062,"['Economics of Aging', 'Health Economics', 'Public Economics']"
10051,10063,2003,November,Consequences and Predictors of New Health Events,['James P Smith'],w10063,['Asset Pricing']
10052,10064,2003,November,Domestic Capital Market Reform and Access to Global Finance: Making Markets Work,"['Peter Blair Henry', 'Peter Lombard Lorentzen']",w10064,['International Finance and Macroeconomics']
10053,10065,2003,November,Revisiting Some Productivity Debates,['Johannes Van Biesebroeck'],w10065,"['Productivity, Innovation, and Entrepreneurship']"
10054,10066,2003,November,Why the Apple Doesn't Fall Far: Understanding Intergenerational Transmission of Human Capital,"['Kjell G Salvanes', 'Paul J Devereaux', 'Sandra E Black']",w10066,"['Economics of Education', 'Labor Studies']"
10055,10067,2003,November,Globalizing Activities and the Rate of Survival: Panel Data Analysis on Japanese Firms,"['Fukunari Kimura', 'Takamune Fujii']",w10067,['International Trade and Investment']
10056,10068,2003,November,Labor Market Discrimination and Racial Differences in Premarket Factors,"['Dimitriy V Masterov', 'James J Heckman', 'Pedro Carneiro']",w10068,['Labor Studies']
10057,10069,2003,November,The Origins of Spatial Interaction,"['Carol H Shiue', 'Wolfgang Keller']",w10069,"['Development of the American Economy', 'International Trade and Investment']"
10058,10070,2003,November,Money in a Theory of Banking,"['Douglas W Diamond', 'Raghuram G Rajan']",w10070,"['Corporate Finance', 'Monetary Economics']"
10059,10071,2003,November,Liquidity Shortages and Banking Crises,"['Douglas W Diamond', 'Raghuram G Rajan']",w10071,"['Corporate Finance', 'International Finance and Macroeconomics']"
10060,10072,2003,November,The Alternative Minimum Tax and Effective Marginal Tax Rates,"['Daniel R Feenberg', 'James M Poterba']",w10072,['Public Economics']
10061,10073,2003,November,Crises and Growth: A Re-Evaluation,"['Aaron Tornell', 'Frank Westermann', 'Romain Ranciere']",w10073,['International Finance and Macroeconomics']
10062,10074,2003,November,A Prism into the PPP Puzzles: The Micro-foundations of Big Mac Real Exchange Rates,"['David C Parsley', 'Shang-Jin Wei']",w10074,"['International Finance and Macroeconomics', 'International Trade and Investment']"
10063,10075,2003,November,Mass Secondary Schooling and the State,"['Claudia D Goldin', 'Lawrence F Katz']",w10075,"['Economics of Education', 'Development of the American Economy', 'Labor Studies', 'Children']"
10064,10076,2003,November,Economic Insights from Internet Auctions: A Survey,"['Ali Hortacsu', 'Patrick Bajari']",w10076,['Industrial Organization']
10065,10077,2003,November,Determinants of Labor Demand in Colombia: 1976-1996,"['Mauricio Cardenas', 'Raquel Bernal']",w10077,['Labor Studies']
10066,10078,2003,November,"Inventories and the Business Cycle: An Equilibrium Analysis of (S,s) Policies","['Aubhik Khan', 'Julia K Thomas']",w10078,['Economic Fluctuations and Growth']
10067,10079,2003,November,A Theory of Factor Allocation and Plant Size,"['Matthew F Mitchell', 'Thomas J Holmes']",w10079,"['Productivity, Innovation, and Entrepreneurship']"
10068,10080,2003,November,How do Regimes Affect Asset Allocation?,"['Andrew Ang', 'Geert Bekaert']",w10080,['Asset Pricing']
10069,10081,2003,November,Zvi Griliches' Contribution to the Theory of Human Capital,['Reuben Gronau'],w10081,['Labor Studies']
10070,10082,2003,November,Global Sourcing,"['Elhanan Helpman', 'Pol Antras']",w10082,"['International Finance and Macroeconomics', 'International Trade and Investment']"
10071,10083,2003,November,Acquiring Knowledge Within and Across Firm Boundaries: Evidence from Clinical Development,['Pierre Azoulay'],w10083,"['Productivity, Innovation, and Entrepreneurship']"
10072,10084,2003,November,Labor Versus Capital in Trade-Policy Determination: The Role of General-Interest and Special-Interest Politics,"['Devashish Mitra', 'Pushan Dutt']",w10084,['International Trade and Investment']
10073,10085,2003,November,The Impact on Consumption and Saving of Current and Future Fiscal Policies,"['Jagadeesh Gokhale', 'Katherine Grace Carman', 'Laurence J Kotlikoff']",w10085,['Public Economics']
10074,10086,2003,November,Does the Failure of the Expectations Hypothesis Matter for Long-Term Investors,"['Antonios Sangvinatsos', 'Jessica A Wachter']",w10086,['Asset Pricing']
10075,10087,2003,November,Inequality and Trade,"['Devashish Mitra', 'Vitor Trindade']",w10087,['International Trade and Investment']
10076,10088,2003,November,"Child Labor, Crop Shocks, and Credit Constraints","['Kathleen Beegle', 'Rajeev H Dehejia', 'Roberta Gatti']",w10088,"['Labor Studies', 'Children']"
10077,10089,2003,November,"An ""Inflation Reports"" Report",['Eric M Leeper'],w10089,"['Economic Fluctuations and Growth', 'Monetary Economics']"
10078,10090,2003,November,The Environment and Globalization,['Jeffrey A Frankel'],w10090,"['International Finance and Macroeconomics', 'International Trade and Investment', 'Environment and Energy Economics']"
10079,10091,2003,November,"Getting Inside the ""Black Box"" of Head Start Quality: What Matters and What Doesn't?","['Janet M Currie', 'Matthew J Neidell']",w10091,"['Economics of Education', 'Children']"
10080,10092,2003,November,Health Insurance Coverage and the Macroeconomy,"['John Cawley', 'Kosali Ilayperuma Simon']",w10092,['Health Economics']
10081,10093,2003,November,Monetary Policies for Developing Countries: The Role of Corruption,"['Haizhou Huang', 'Shang-Jin Wei']",w10093,"['International Finance and Macroeconomics', 'Monetary Economics']"
10082,10094,2003,November,On the Writing and the Interpretation of Contracts,['Steven Shavell'],w10094,['Law and Economics']
10083,10095,2003,November,Crisis Resolution: Next Steps,"['Barry J Eichengreen', 'Kenneth M Kletzer']",w10095,['International Finance and Macroeconomics']
10084,10096,2003,November,"The Developed World's Demographic Transition - The Roles of Capital Flows, Immigration, and Policy","['Hans Fehr', 'Laurence J Kotlikoff', 'Sabine Jokisch']",w10096,"['Economics of Aging', 'International Finance and Macroeconomics', 'Public Economics']"
10085,10097,2003,November,How Do Legal Differences and Learning Affect Financial Contracts?,"['Frederic Martel', 'Per Stromberg', 'Steven N Kaplan']",w10097,['Corporate Finance']
10086,10098,2003,November,"Grasshoppers, Ants, and Pre-Retirement Wealth: A Test of Permanent Income",['Erik G Hurst'],w10098,"['Economics of Aging', 'Economic Fluctuations and Growth', 'Public Economics']"
10087,10099,2003,November,Optimal Taxation When Consumers Have Endogenous Benchmark Levels of Consumption,['Andrew B Abel'],w10099,"['Economic Fluctuations and Growth', 'Public Economics']"
10088,10100,2003,November,The Role of Retiree Health Insurance in the Employment Behavior of Older Men,"['David M Blau', 'Donna B Gilleskie']",w10100,"['Asset Pricing', 'Health Care', 'Labor Studies']"
10089,10101,2003,November,"Stakeholder, Transparency and Capital Structure","['Andres Almazan', 'Javier Suarez', 'Sheridan Titman']",w10101,['Corporate Finance']
10090,10102,2003,November,Self Enforcing Voting in International Organizations,"['Giovanni Maggi', 'Massimo Morelli']",w10102,['International Trade and Investment']
10091,10103,2003,November,Color-Blind Affirmative Action,"['Glenn C Loury', 'Roland G Fryer, Jr', 'Tolga Yuret']",w10103,['Labor Studies']
10092,10104,2003,November,Categorical Redistribution in Winner-Take-All Markets,"['Glenn C Loury', 'Roland G Fryer, Jr']",w10104,['Labor Studies']
10093,10105,2003,November,Nonparametric Tests for Common Values at First-Price Sealed-Bid Auctions,"['Han Hong', 'Matthew Shum', 'Philip A Haile']",w10105,['Industrial Organization']
10094,10106,2003,November,Firm Location and the Creation and Utilization of Human Capital,"['Adolfo de Motta', 'Andres Almazan', 'Sheridan Titman']",w10106,"['Corporate Finance', 'Labor Studies']"
10095,10107,2003,November,Generalized Disappointment Aversion and Asset Prices,"['Bryan R Routledge', 'Stanley E Zin']",w10107,['Asset Pricing']
10096,10108,2003,November,"The Market for American State Government Bonds in Britain and the United States, 1830-1843","['John Joseph Wallis', 'Namsuk Kim']",w10108,['Development of the American Economy']
10097,10109,2003,November,The Optimal Degree of Discretion in Monetary Policy,"['Andrew G Atkeson', 'Patrick J Kehoe', 'Susan Athey']",w10109,"['Economic Fluctuations and Growth', 'Monetary Economics']"
10098,10110,2003,November,Cross-Border Tax Externalities: Are Budget Deficits Too Small?,"['Anne C Sibert', 'Willem H Buiter']",w10110,"['International Finance and Macroeconomics', 'Public Economics', 'Monetary Economics']"
10099,10111,2003,November,A Tale of Two Time Scales: Determining Integrated Volatility with Noisy High Frequency Data,"['Liang Zhang', 'Per A Mykland', 'Yacine Ait-Sahalia']",w10111,['Asset Pricing']
10100,10112,2003,November,Financial Aid and Students' College Decisions: Evidence from the District of Columbia's Tuition Assistance Grant Program,"['Katharine G Abraham', 'Melissa A Clark']",w10112,"['Corporate Finance', 'Labor Studies', 'Public Economics']"
10101,10113,2003,November,The Effect of School Choice on Student Outcomes: Evidence from Randomized Lotteries,"['Brian A Jacob', 'Julie Berry Cullen', 'Steven D Levitt']",w10113,"['Economics of Education', 'Public Economics', 'Children']"
10102,10114,2003,November,Patents and R&D as Real Options,['Eduardo S Schwartz'],w10114,"['Productivity, Innovation, and Entrepreneurship', 'Asset Pricing']"
10103,10115,2003,November,Cross-Border Valuation: The International Cost of Equity Capital,"['Bernard Dumas', 'Gordon M Bodnar', 'Richard D Marston']",w10115,"['International Finance and Macroeconomics', 'Asset Pricing']"
10104,10116,2003,November,Two Trees: Asset Price Dynamics Induced by Market Clearing,"['Francis A Longstaff', 'John H Cochrane', 'Pedro Santa-Clara']",w10116,['Asset Pricing']
10105,10117,2003,November,A Multiple Indicators Model for Volatility Using Intra-Daily Data,"['Giampiero M Gallo', 'Robert F Engle']",w10117,['Asset Pricing']
10106,10118,2003,November,The Central Role of Noise in Evaluating Interventions that Use Test Scores to Rank Schools,"['Kenneth Y Chay', 'Miguel Urquiola', 'Patrick J McEwan']",w10118,"['Economics of Education', 'Labor Studies']"
10107,10119,2003,November,Pareto Efficient Income Taxation with Stochastic Abilities,"['Marco Battaglini', 'Stephen Coate']",w10119,['Public Economics']
10108,10120,2003,November,Behavioral Decision-Making: An Application to the Setting of Magazine Subscription Prices,"['Fiona M Scott Morton', 'Sharon M Oster']",w10120,['Industrial Organization']
10109,10121,2003,November,What Mean Impacts Miss: Distributional Effects of Welfare Reform Experiments,"['Hilary Williamson Hoynes', 'Jonah B Gelbach', 'Marianne P Bitler']",w10121,"['Labor Studies', 'Public Economics']"
10110,10122,2003,November,The Timing of Births: Is the Health of Infants Counter-Cyclical?,"['Adriana Lleras-Muney', 'Rajeev H Dehejia']",w10122,"['Health Economics', 'Children']"
10111,10123,2003,November,The LM Curve: A Not-So-Fond Farewell,['Benjamin M Friedman'],w10123,['Monetary Economics']
10112,10124,2003,November,Why is Manhattan So Expensive? Regulation and the Rise in House Prices,"['Edward L Glaeser', 'Joseph Gyourko', 'Raven E Saks']",w10124,"['Economic Fluctuations and Growth', 'Asset Pricing']"
10113,10125,2003,December,International Lending of Last Resort and Moral Hazard: A Model of IMF's Catalytic Finance,"['Bernardo V Guimaraes', 'Giancarlo Corsetti', 'Nouriel Roubini']",w10125,['International Finance and Macroeconomics']
10114,10126,2003,December,Legal Institutions and Financial Development,"['Ross Levine', 'Thorsten Beck']",w10126,"['Corporate Finance', 'Law and Economics']"
10115,10127,2003,December,Health Plan Conversions: Are They in the Public Interest?,['Nancy Dean Beaulieu'],w10127,['Health Economics']
10116,10128,2003,December,External Constraints on Monetary Policy and the Financial Accelerator,"['Fabio Natalucci', 'Mark L Gertler', 'Simon Gilchrist']",w10128,"['Economic Fluctuations and Growth', 'International Finance and Macroeconomics', 'Monetary Economics']"
10117,10129,2003,December,Law and Employment: Lessons from Latin America and the Caribbean,"['Carmen Pages', 'James J Heckman']",w10129,"['Labor Studies', 'Law and Economics']"
10118,10130,2003,December,Have National Business Cycles Become More Synchronized?,"['Michael D Bordo', 'Thomas F Helbling']",w10130,"['Economic Fluctuations and Growth', 'International Finance and Macroeconomics']"
10119,10131,2003,December,The Price is (Almost) Right,"['Christopher Polk', 'Randolph B Cohen', 'Tuomo O Vuolteenaho']",w10131,['Asset Pricing']
10120,10132,2003,December,Aggregate Consequences of Limited Contract Enforceability,"['Ramon Marimon', 'Thomas F Cooley', 'Vincenzo Quadrini']",w10132,['Economic Fluctuations and Growth']
10121,10133,2003,December,Entrant Experience and Plant Exit,"['Mark J Roberts', 'Shawn D Klimek', 'Timothy Dunne']",w10133,"['Productivity, Innovation, and Entrepreneurship']"
10122,10134,2003,December,Does Child Labor Decline with Improving Economic Status?,['Eric V Edmonds'],w10134,['Children']
10123,10135,2003,December,Competitive Risk Sharing Contracts with One-Sided Commitment,"['Dirk Krueger', 'Harald Uhlig']",w10135,['Economic Fluctuations and Growth']
10124,10136,2003,December,Kleptocracy and Divide-and-Rule: A Model of Personal Rule,"['Daron Acemoglu', 'James C Robinson', 'Thierry Verdier']",w10136,['Economic Fluctuations and Growth']
10125,10137,2003,December,The Use of Literature Based Elasticity Estimates in Calibrated Models of Trade-Wage Decompositions: A Calibmetric Approach,"['Hui Huang', 'John Whalley']",w10137,['International Trade and Investment']
10126,10138,2003,December,"Regeneration, Labour Supply and the Welfare Costs of Taxes","['Edgar Cudmore', 'John Whalley']",w10138,['Public Economics']
10127,10139,2003,December,A Simulation-Based Welfare Loss Calculation for Labor Taxes with Piecewise-Linear Budgets,"['Don Fullterton', 'Li Gan']",w10139,['Public Economics']
10128,10140,2003,December,The Two-Part Instrument in a Second-Best World,"['Ann Wolverton', 'Don Fullterton']",w10140,"['Public Economics', 'Environment and Energy Economics']"
10129,10141,2003,December,Weather Forecasting for Weather Derivatives,"['Francis X Diebold', 'Sean D Campbell']",w10141,['Asset Pricing']
10130,10142,2003,December,Agents of Embeddedness,['Pierre Azoulay'],w10142,"['Productivity, Innovation, and Entrepreneurship']"
10131,10143,2003,December,Liberalization in China's Key Service Sectors Following WTO Accession: Some Scenarios and Issues of Measurement,['John Whalley'],w10143,['International Trade and Investment']
10132,10144,2003,December,Endogenous Financial Openness: Efficiency and Political Economy Considerations,"['Ilan Noy', 'Joshua Aizenman']",w10144,"['International Finance and Macroeconomics', 'International Trade and Investment']"
10133,10145,2003,December,"Which Countries Export FDI, and How Much?","['Assaf Razin', 'Effraim Sadka', 'Yona Rubinstein']",w10145,"['International Finance and Macroeconomics', 'International Trade and Investment']"
10134,10146,2003,December,Estimating Models of On-the-Job Search Using Record Statistics,['Gadi Barlevy'],w10146,"['Economic Fluctuations and Growth', 'Labor Studies']"
10135,10147,2003,December,International Determinants of Religiosity,"['Rachel M McCleary', 'Robert J Barro']",w10147,['Economic Fluctuations and Growth']
10136,10148,2003,December,The Effect of Word of Mouth on Sales: Online Book Reviews,"['Dina Mayzlin', 'Judith A Chevalier']",w10148,['Industrial Organization']
10137,10149,2003,December,Optimal Fiscal and Monetary Policy Under Imperfect Competition,"['Martin Uribe', 'Stephanie Schmitt-Grohe']",w10149,"['Economic Fluctuations and Growth', 'Monetary Economics']"
10138,10150,2003,December,Corporate Earnings Track the Competitive Benchmark,['Robert E Hall'],w10150,"['Economic Fluctuations and Growth', 'Productivity, Innovation, and Entrepreneurship', 'Asset Pricing']"
10139,10151,2003,December,Commitment Vs. Flexibility,"['George-Marios Angeletos', 'Ivan Werning', 'Manuel Amador']",w10151,['Economic Fluctuations and Growth']
10140,10152,2003,December,Trade Liberalization and Growth: New Evidence,"['Karen Horn Welch', 'Romain Wacziarg']",w10152,"['Economic Fluctuations and Growth', 'International Trade and Investment']"
10141,10153,2003,December,The Character and Determinants of Corporate Capital Gains,"['Mihir A Desai', 'William M Gentry']",w10153,"['Corporate Finance', 'Public Economics']"
10142,10154,2003,December,Common Sense and Simplicity in Empirical Industrial Organization,['Ariel Pakes'],w10154,['Industrial Organization']
10143,10155,2003,December,Do Dropouts Drop Out Too Soon? International Evidence From Changes in School-Leaving Laws,['Philip Oreopoulos'],w10155,"['Economics of Education', 'Labor Studies', 'Children']"
10144,10156,2003,December,The Effects of Overseas Investment on Domestic Employment,"['Tain-Jy Chen', 'Ying-Hua Ku']",w10156,['International Trade and Investment']
10145,10157,2003,December,The Risk Tolerance of International Investors,"['Kenneth A Froot', ""Paul G J O'Connell""]",w10157,"['Corporate Finance', 'International Finance and Macroeconomics', 'Asset Pricing']"
10146,10158,2003,December,Governance and Bank Valuation,"['Gerard Caprio, Jr', 'Luc Laeven', 'Ross Levine']",w10158,"['Corporate Finance', 'International Finance and Macroeconomics']"
10147,10159,2003,December,Estimating the Effects of Global Patent Protection in Pharmaceuticals: A Case Study of Quinolones in India,"['Panle Jia Barwick', 'Pinelopi Koujianou Goldberg', 'Shubham Chaudhuri']",w10159,['International Trade and Investment']
10148,10160,2003,December,The Trade and Investment Effects of Preferential Trading Arrangements,"['Jyothi Gali', 'Philippa Dee']",w10160,['International Trade and Investment']
10149,10161,2003,December,Choosing the Federal Reserve Chair: Lessons from History,"['Christina D Romer', 'David H Romer']",w10161,['Monetary Economics']
10150,10162,2003,December,Remedies for Price Overcharges: The Deadweight Loss of Coupons and Discounts,"['A Mitchell Polinsky', 'Daniel L Rubinfeld']",w10162,['Law and Economics']
10151,10163,2003,December,Helicopter Money: Irredeemable Fiat Money and the Liquidity Trap,['Willem H Buiter'],w10163,"['Economic Fluctuations and Growth', 'Monetary Economics']"
10152,10164,2003,December,Does Human Capital Transfer from Parent to Child? The Intergenerational Effects of Compulsory Schooling,"['Ann Huff Stevens', 'Marianne E Page', 'Philip Oreopoulos']",w10164,"['Economics of Education', 'Labor Studies', 'Children']"
10153,10165,2003,December,"Institutions, Capital Constraints and Entrepreneurial Firm Dynamics: Evidence from Europe","['Josh Lerner', 'Mihir A Desai', 'Paul A Gompers']",w10165,['Corporate Finance']
10154,10166,2003,December,Reinventing Boston: 1640-2003,['Edward L Glaeser'],w10166,['Development of the American Economy']
10155,10167,2003,December,The Formation of International Production and Distribution Networks in East Asia,"['Fukunari Kimura', 'Mitsuyo Ando']",w10167,['International Trade and Investment']
10156,10168,2003,December,Competitive Liberalization and a US-SACU FTA,"['J Clark Leith', 'John Whalley']",w10168,['International Trade and Investment']
10157,10169,2003,December,International R&D Deployment and Locational Advantage: A Case Study of Taiwan,"['Meng-Chun Liu', 'Shin-Horng Chen']",w10169,['International Trade and Investment']
10158,10170,2003,December,Consequences of Constitutions,['Torsten Persson'],w10170,['Public Economics']
10159,10171,2003,December,"Gold, Fiat Money, and Price Stability","['Michael D Bordo', 'Robert D Dittmar', 'William T Gavin']",w10171,"['Development of the American Economy', 'Monetary Economics']"
10160,10172,2003,December,The Effects of Financial Crises on International Trade,"['Leonard K Cheng', 'Zihui Ma']",w10172,"['International Finance and Macroeconomics', 'International Trade and Investment']"
10161,10173,2003,December,The Impacts of an East Asia FTA on Foreign Trade in East Asia,"['Kozo Kiyota', 'Shujiro Urata']",w10173,['International Trade and Investment']
10162,10174,2003,December,Wages Equal Productivity: Fact or Fiction?,['Johannes Van Biesebroeck'],w10174,"['Labor Studies', 'Productivity, Innovation, and Entrepreneurship']"
10163,10175,2003,December,Bargaining in the Shadow of the Law: Divorce Laws and Family Distress,"['Betsey Stevenson', 'Justin Wolfers']",w10175,"['Law and Economics', 'Labor Studies']"
10164,10176,2003,December,"How Do Electoral Rules Shape Party Structures, Government Coalitions, and Economic Policies?","['Gerard Roland', 'Guido Tabellini', 'Torsten Persson']",w10176,['Public Economics']
10165,10177,2003,December,Motivating Employee-Owners in ESOP Firms: Human Resource Policies and Company Performance,"['Adria Scharf', 'Chris Mackin', 'Douglas L Kruse', 'Joseph R Blasi', 'Loren Rodgers', 'Richard B Freeman', 'Robert Buchele']",w10177,['Labor Studies']
10166,10178,2003,December,WTO Dispute Settlements in East Asia,['Dukgeun Ahn'],w10178,['International Trade and Investment']
