,paper,year,month,title,author,code,prog
5014,5018,1995,February,A Labor-Income-Based Measure of the Value of Human Capital: An Application to the States of the United States,"['Casey B Mulligan', 'Xavier X Sala-i-Martin']",w05018,['Economic Fluctuations and Growth']
5015,5019,1995,February,The International Diversification Puzzle is Worse Than You Think,"['Marianne Baxter', 'Urban J Jermann']",w05019,['International Finance and Macroeconomics']
5016,5020,1995,February,Strategic Trade Policy,['James A Brander'],w05020,['International Trade and Investment']
5017,5021,1995,February,International Trade and Open Access Renewable Resources: The Small Open Economy Case,"['James A Brander', 'M Scott Taylor']",w05021,['International Trade and Investment']
5018,5022,1995,February,Measuring Business Cycles Approximate Band-Pass Filters for Economic Time Series,"['Marianne Baxter', 'Robert G King']",w05022,['Economic Fluctuations and Growth']
5019,5023,1995,February,Taxation and Labor Supply of Married Women: The Tax Reform Act of 1986 as a Natural Experiment,['Nada Eissa'],w05023,['Public Economics']
5020,5024,1995,February,Sex Discrimination in Restaurant Hiring: An Audit Study,"['David Neumark', 'Kyle D Van Nort', 'Roy J Bank']",w05024,['Labor Studies']
5021,5025,1995,February,International Trade and Business Cycles,['Marianne Baxter'],w05025,"['International Finance and Macroeconomics', 'Economic Fluctuations and Growth']"
5022,5026,1995,February,Crime and Social Interactions,"['Bruce I Sacerdote', 'Edward L Glaeser', 'Jose A Scheinkman']",w05026,"['Economic Fluctuations and Growth', 'Labor Studies']"
5023,5027,1995,February,Maximizing Predictability in the Stock and Bond Markets,"['A Craig MacKinlay', 'Andrew W Lo']",w05027,['Asset Pricing']
5024,5028,1995,February,Capital Income Taxation and Long Run Growth: New Perspectives,"['Assaf Razin', 'Chi-Wa Yuen']",w05028,"['International Finance and Macroeconomics', 'Public Economics']"
5025,5029,1995,February,"Exploring New Markets: Direct Investment, Contractual Relations and the Multinational Enterprise","['Ignatius J Horstmann', 'James R Markusen']",w05029,['International Trade and Investment']
5026,5030,1995,February,Is High School Employment Consumption or Investment?,['Christopher J Ruhm'],w05030,['Labor Studies']
5027,5031,1995,February,Some Lessons from the Yield Curve,['John Y Campbell'],w05031,"['Asset Pricing', 'Monetary Economics']"
5028,5032,1995,February,"Purchasing Power Disparity During the Floating Rate Period: Exchange Rate Volatility, Trade Barriers and Other Culprits","['David C Parsley', 'Shang-Jin Wei']",w05032,['International Finance and Macroeconomics']
5029,5033,1995,February,Is the Japanese Extended Family Altruistically Linked? A Test based on Engel Curves,['Fumio Hayashi'],w05033,"['Economics of Aging', 'Economic Fluctuations and Growth']"
5030,5034,1995,February,To Comfort Always: The Prospects of Expanded Social Responsibility for Long-Term Care,['Alan M Garber'],w05034,['Health Care']
5031,5035,1995,February,Quality-Adjusted Prices for the American Automobile Industry: 1906-1940,"['Daniel M G Raff', 'Manuel Trajtenberg']",w05035,"['Productivity, Innovation, and Entrepreneurship']"
5032,5036,1995,February,Multinational Firms and The New Trade Theory,"['Anthony J Venables', 'James R Markusen']",w05036,['International Trade and Investment']
5033,5037,1995,February,The Effects of Trade and Foreign Direct Investment on Employment and Relative Wages,['Robert E Baldwin'],w05037,"['International Trade and Investment', 'Labor Studies']"
5034,5038,1995,February,The Effects of Cocaine and Marijuana Use on Marriage and Marital Stability,['Robert Kaestner'],w05038,['Health Economics']
5035,5039,1995,February,Economic Convergence and Economic Policies,"['Andrew M Warner', 'Jeffrey D Sachs']",w05039,"['International Finance and Macroeconomics', 'Economic Fluctuations and Growth']"
5036,5040,1995,February,Quality Adjusted Cost Functions for Child Care Centers,['Naci H Mocan'],w05040,"['Health Economics', 'Labor Studies']"
5037,5041,1995,February,Investment in New Activities and the Welfare Cost of Uncertainty,['Joshua Aizenman'],w05041,['International Trade and Investment']
5038,5042,1995,February,Aggregate Employment Dynamics: Building From Microeconomic Evidence,"['Eduardo M R A Engel', 'John C Haltiwanger', 'Ricardo J Caballlero']",w05042,"['Economic Fluctuations and Growth', 'Labor Studies']"
5039,5043,1995,February,"The Rational Expectations Revolution: A Review Article of: Preston J. Miller, ed.:The Rational Expectations Revolution, Readings from the Front Line",['Frederic S Mishkin'],w05043,"['Economic Fluctuations and Growth', 'Monetary Economics']"
5040,5044,1995,February,Relative Income Concerns and the Rise in Married Women's Employment,"['Andrew Postlewaite', 'David Neumark']",w05044,['Labor Studies']
5041,5045,1995,February,Are Banks Dead? Or Are the Reports Greatly Exaggerated?,"['John H Boyd', 'Mark L Gertler']",w05045,"['Corporate Finance', 'Monetary Economics']"
5042,5046,1995,February,The Quantitative Analytics of the Basic Neomonetarist Model,['Miles S Kimball'],w05046,"['Economic Fluctuations and Growth', 'Monetary Economics']"
5043,5047,1995,February,Do Airlines in Chapter 11 Harm Their Rivals? Bankruptcy and Pricing Behavior in U.S. Airline Markets,"['Nancy L Rose', 'Severin Borenstein']",w05047,['Industrial Organization']
5044,5048,1995,March,North-South R&D Spillovers,"['Alexander W Hoffmaister', 'David T Coe', 'Elhanan Helpman']",w05048,"['International Trade and Investment', 'Productivity, Innovation, and Entrepreneurship']"
5045,5049,1995,March,Trade in Ideas: Patenting and Productivity in the OECD,"['Jonathan Eaton', 'Samuel S Kortum']",w05049,"['Economic Fluctuations and Growth', 'International Trade and Investment', 'Productivity, Innovation, and Entrepreneurship']"
5046,5050,1995,March,On the Number and Size of Nations,"['Alberto F Alesina', 'Enrico Spolaore']",w05050,['Monetary Economics']
5047,5051,1995,March,Estimating the Effects of Trade Policy,['Robert C Feenstra'],w05051,['International Trade and Investment']
5048,5052,1995,March,"Health Insurance Eligibility, Utilization of Medical care, and Child Health","['Janet M Currie', 'Jonathan Gruber']",w05052,"['Health Care', 'Public Economics']"
5049,5053,1995,March,The Incidence of Payroll Taxation: Evidence from Chile,['Jonathan Gruber'],w05053,"['Labor Studies', 'Public Economics']"
5050,5054,1995,March,Social Security and Saving: New Time Series Evidence,['Martin S Feldstein'],w05054,['Public Economics']
5051,5055,1995,March,Tax Avoidance and the Deadweight Loss of the Income Tax,['Martin S Feldstein'],w05055,['Public Economics']
5052,5056,1995,March,Collusion over the Business Cycle,"['Kyle Bagwell', 'Robert W Staiger']",w05056,"['Economic Fluctuations and Growth', 'Industrial Organization']"
5053,5057,1995,March,How Does Foreign Direct Investment Affect Economic Growth?,"['Eduardo R Borensztein', 'Jong-Wha Lee', 'Jose De Gregorio']",w05057,"['Economic Fluctuations and Growth', 'International Trade and Investment']"
5054,5058,1995,March,Is Workers' Compensation Covering Uninsured Medical Costs? Evidence fromthe `Monday Effect',"['Brian P McCall', 'David Card']",w05058,['Labor Studies']
5055,5059,1995,March,Public R&D Policies and Cost Behavior of the US Manufacturing Industries,"['M Ishaq Nadiri', 'Theofanis P Mamuneas']",w05059,"['Economic Fluctuations and Growth', 'Productivity, Innovation, and Entrepreneurship']"
5056,5060,1995,March,Government Interventions and Productivity Growth in Korean Manufacturing Industries,['Jong-Wha Lee'],w05060,"['Economic Fluctuations and Growth', 'International Trade and Investment']"
5057,5061,1995,March,Exact Hedonic Price Indexes,['Robert C Feenstra'],w05061,"['Productivity, Innovation, and Entrepreneurship']"
5058,5062,1995,March,Cumulation and ITC Decision-Making: The Sum of the Parts is Greater thanthe Whole,"['Thomas J Prusa', 'Wendy L Hansen']",w05062,['International Trade and Investment']
5059,5063,1995,March,Product Development and the Timing of Information Disclosure under U.S.and Japanese Patent Systems,"['Reiko Aoki', 'Thomas J Prusa']",w05063,['International Trade and Investment']
5060,5064,1995,March,Modern Approaches to Central Banking,['Stanley Fischer'],w05064,['Monetary Economics']
5061,5065,1995,March,Parental Leave Policies in Europe and North America,"['Christopher J Ruhm', 'Jackqueline L Teague']",w05065,['Labor Studies']
5062,5066,1995,March,"The Effect of Medicaid Abortion Funding Restrictions on Abortions, Pregnancies, and Births","['Amy B Trainor', 'David J Zimmerman', 'Phillip B Levine']",w05066,"['Labor Studies', 'Health Economics']"
5063,5067,1995,March,Production Functions: The Search for Identification,"['Jacques Mairesse', 'Zvi Griliches']",w05067,"['Productivity, Innovation, and Entrepreneurship']"
5064,5068,1995,March,Universities as a Source of Commercial Technology: A Detailed Analysis of University Patenting 1965-1988,"['Adam B Jaffe', 'Manuel Trajtenberg', 'Rebecca M Henderson']",w05068,"['Productivity, Innovation, and Entrepreneurship']"
5065,5069,1995,March,Debt Usage and Mortgage Choice: Sensitivity to Default Insurance Costs,"['Patric H Hendershott', 'William C LaFayette']",w05069,['Public Economics']
5066,5070,1995,March,Wealth Accumulation and Housing Choices of Young Households: An Exploratory Investigation,"['Donald R Haurin', 'Patric H Hendershott', 'Susan M Wachter']",w05070,['Public Economics']
5067,5071,1995,March,Selling Price and Selling Time: The Impact of Seller Motivation,"['Donald R Haurin', 'Michel Glower', 'Patric H Hendershott']",w05071,['Public Economics']
5068,5072,1995,March,The Effects of School and Family Characteristics on the Return to Education,"['Joseph G Altonji', 'Thomas A Dunn']",w05072,['Labor Studies']
5069,5073,1995,March,Are Apparent Productive Spillovers a Figment of Specification Error?,"['John G Fernald', 'Susanto Basu']",w05073,['Economic Fluctuations and Growth']
5070,5074,1995,March,"Endogenous Mortgage Choice, Borrowing Constraints and the Tenure Decision","['Donald R Haurin', 'Patric H Hendershott', 'William C LaFayette']",w05074,['Public Economics']
5071,5075,1995,March,Two Fallacies Concerning Central Bank Independence,['Bennett T McCallum'],w05075,"['Economic Fluctuations and Growth', 'Monetary Economics']"
5072,5076,1995,March,The Growing Importance of Cognitive Skills in Wage Determination,"['Frank Levy', 'John B Willett', 'Richard J Murnane']",w05076,['Labor Studies']
5073,5077,1995,April,Product Quality and Worker Quality,"['Antoine Moreau', 'Francis Kramarz', 'John M Abowd']",w05077,['Labor Studies']
5074,5078,1995,April,Mortgage Default Risk and Real Estate Prices: The Use of Index-Based Futures and Options in Real Estate,"['Allan N Weiss', 'Karl E Case', 'Robert J Shiller']",w05078,['Asset Pricing']
5075,5079,1995,April,"Benefits of Control, Managerial Ownership, and the Stock Returns of Acquiring Firms","['Darius Palia', 'R Glenn Hubbard']",w05079,['Corporate Finance']
5076,5080,1995,April,An Empirical Examination of the Fisher Effect in Australia,"['Frederic S Mishkin', 'John Simon']",w05080,"['Economic Fluctuations and Growth', 'Monetary Economics']"
5077,5081,1995,April,Is There a Tradeoff between Unemployment and Productivity Growth?,['Robert J Gordon'],w05081,"['Economic Fluctuations and Growth', 'International Finance and Macroeconomics', 'Labor Studies', 'Productivity, Innovation, and Entrepreneurship']"
5078,5082,1995,April,Does Public Insurance Crowd Out Private Insurance?,"['David M Cutler', 'Jonathan Gruber']",w05082,"['Health Care', 'Health Economics', 'Public Economics']"
5079,5083,1995,April,Credit Cycles,"['John Moore', 'Nobuhiro Kiyotaki']",w05083,['Economic Fluctuations and Growth']
5080,5084,1995,April,Free Trade Agreements versus Customs Unions,['Anne O Krueger'],w05084,"['International Finance and Macroeconomics', 'International Trade and Investment']"
5081,5085,1995,April,Settling for Coupons: Discount Contracts as Compensation and Punishment in Antitrust Lawsuits,['Severin Borenstein'],w05085,['Industrial Organization']
5082,5086,1995,April,Supply-Side Economics in a Global Economy,"['Enrique G Mendoza', 'Linda L Tesar']",w05086,"['International Finance and Macroeconomics', 'Public Economics']"
5083,5087,1995,April,"Generational Accounts, Aggregate Saving and Intergenerational Distribution",['Willem H Buiter'],w05087,['Public Economics']
5084,5088,1995,April,The Distributional Effects of the Tax Treatment of Child Care Expenses,"['Alison P Hagy', 'William M Gentry']",w05088,['Public Economics']
5085,5089,1995,April,The Annuitization of Americans' Resources: A Cohort Analysis,"['Alan J Auerbach', 'David N Weil', 'Jagadeesh Gokhale', 'John Sabelhaus', 'Laurence J Kotlikoff']",w05089,['Public Economics']
5086,5090,1995,April,Generational Accounting in General Equilibrium,"['Hans Fehr', 'Laurence J Kotlikoff']",w05090,['Public Economics']
5087,5091,1995,April,Optimal Investment with Costly Reversibility,"['Andrew B Abel', 'Janice C Eberly']",w05091,['Economic Fluctuations and Growth']
5088,5092,1995,April,The Effects of Minimum Wages on Teenage Employment and Enrollment: Evidence from Matched CPS Surveys,"['David Neumark', 'William Wascher']",w05092,['Labor Studies']
5089,5093,1995,April,"Labor Market Institutions and the Distribution of Wages, 1973-1992: A Semiparametric Approach","['John E DiNardo', 'Nicole M Fortin', 'Thomas Lemieux']",w05093,['Labor Studies']
5090,5094,1995,April,"Sectoral Growth Across U.S. States: Factor Content, Linkages, and Trade","['J David Richardson', 'Pamela J Smith']",w05094,['International Trade and Investment']
5091,5095,1995,April,World Income Components: Measuring and Exploiting International Risk Sharing Opportunities,"['Robert J Shiller', 'Stefano Athanasoulis']",w05095,['Asset Pricing']
5092,5096,1995,April,Financial Innovation and the Management and Regulation of Financial Institutions,['Robert C Merton'],w05096,"['Asset Pricing', 'Corporate Finance', 'International Finance and Macroeconomics', 'Monetary Economics']"
5093,5097,1995,April,Why are Saving Rates so Different Across Countries?: An International Comparative Analysis,['Sebastian Edwards'],w05097,"['International Finance and Macroeconomics', 'International Trade and Investment']"
5094,5098,1995,April,Globalization and the Inequality of Nations,"['Anthony J Venables', 'Paul R Krugman']",w05098,"['International Trade and Investment', 'International Finance and Macroeconomics']"
5095,5099,1995,April,Transfer Behavior within the Family: Results from the Asset and Health Dynamics Survey,"['Kathleen M McGarry', 'Robert F Schoeni']",w05099,['Economics of Aging']
5096,5100,1995,April,Banks and Derivatives,"['Gary B Gorton', 'Richard J Rosen']",w05100,"['Asset Pricing', 'Corporate Finance']"
5097,5101,1995,May,Internal Capital Markets and the Competition for Corporate Resources,['Jeremy C Stein'],w05101,['Corporate Finance']
5098,5102,1995,May,"Wages and Foreign Ownership: A Comparative Study of Mexico, Venezuela and the United States","['Ann E Harrison', 'Brian Aitken', 'Robert E Lipsey']",w05102,['International Trade and Investment']
5099,5103,1995,May,Price and Volume Measures in the System of National Accounts,['W Erwin Diewert'],w05103,"['Productivity, Innovation, and Entrepreneurship']"
5100,5104,1995,May,Axiomatic and Economic Approaches to Elementary Price Indexes,['W Erwin Diewert'],w05104,"['Productivity, Innovation, and Entrepreneurship']"
5101,5105,1995,May,The Effect of Collective Bargaining Legislation on Strikes and Wages,"['Joseph S Tracy', 'Morley Gunderson', 'Peter C Cramton']",w05105,['Labor Studies']
5102,5106,1995,May,"The Use of Replacement Workers in Union Contract Negotiations: The U.S. Experience, 1980-1989","['Joseph S Tracy', 'Peter C Cramton']",w05106,['Labor Studies']
5103,5107,1995,May,Technological Change and the Skill Acquisition of Young Workers,"['Ann P Bartel', 'Nachum Sicherman']",w05107,['Labor Studies']
5104,5108,1995,May,Fixed versus Flexible Exchange Rates: Which Provides More Fiscal Discipline?,"['Aaron Tornell', 'Andres Velasco']",w05108,['International Finance and Macroeconomics']
5105,5109,1995,May,American Fiscal Policy in the 1990's,['Herschel I Grossman'],w05109,"['Economic Fluctuations and Growth', 'Monetary Economics']"
5106,5110,1995,May,"Trade, Technology, and Wage Inequality","['Ann E Harrison', 'Gordon H Hanson']",w05110,['International Trade and Investment']
5107,5111,1995,May,What is the Value-Added for Large U.S. Banks in Offering Mutual Funds?,['Edward J Kane'],w05111,['Corporate Finance']
5108,5112,1995,May,Open Economy Forces and Late 19th Century Scandinavian Catch-Up,"['Jeffrey G Williamson', ""Kevin Hjortshoj O'Rourke""]",w05112,['Development of the American Economy']
5109,5113,1995,May,Privatization in the United States,"['Andrei Shleifer', 'Florencio Lopez-de-Silanes', 'Robert W Vishny']",w05113,"['Corporate Finance', 'Public Economics']"
5110,5114,1995,May,A Heckscher-Ohlin View of Sweden Competing in the Global Market,"['Edward E Leamer', 'Per Lundborg']",w05114,['International Trade and Investment']
5111,5115,1995,May,A Provincial View of Capital Mobility,"['Michael W Klein', 'Tamim Bayoumi']",w05115,['International Finance and Macroeconomics']
5112,5116,1995,May,Economics of the Generation and Management of Municipal Solid Waste,"['David E Bloom', 'David N Beede']",w05116,['Health Care']
5113,5117,1995,May,Costs of Environmentally Motivated Taxes in the Presence of Other Taxes:General Equilibrium Analyses,"['A Lans Bovenberg', 'Lawrence H Goulder']",w05117,['Public Economics']
5114,5118,1995,May,Effects of Air Quality Regulation,['J Vernon Henderson'],w05118,['Public Economics']
5115,5119,1995,May,The Effect of Prison Population Size on Crime Rates: Evidence From Prison Overcrowding Litigation,['Steven D Levitt'],w05119,['Public Economics']
5116,5120,1995,May,"Capital Mobility, Fiscal Policy and Growth under Self-Financing of Human Capital Formation","['Kenneth M Kletzer', 'Willem H Buiter']",w05120,['International Finance and Macroeconomics']
5117,5121,1995,May,"Foreign Investment, Outsourcing and Relative Wages","['Gordon H Hanson', 'Robert C Feenstra']",w05121,['International Trade and Investment']
5118,5122,1995,May,Foreign Direct Investment and Relative Wages: Evidence from Mexico's Maquiladoras,"['Gordon H Hanson', 'Robert C Feenstra']",w05122,"['Economic Fluctuations and Growth', 'International Trade and Investment']"
5119,5123,1995,May,"Employment, Unemployment, and Problem Drinking","['Jody L Sindelar', 'John Mullahy']",w05123,['Health Economics']
5120,5124,1995,May,The Role of Pre-Market Factors in Black-White Wage Differences,"['Derek A Neal', 'William R Johnson']",w05124,['Labor Studies']
5121,5125,1995,May,Capital Utilization and Returns to Scale,"['A Craig Burnside', 'Martin S Eichenbaum', 'Sergio T Rebelo']",w05125,['Economic Fluctuations and Growth']
5122,5126,1995,May,Differential Mortality and Wealth Accumulation,"['Hilary Williamson Hoynes', 'Orazio P Attanasio']",w05126,"['Economics of Aging', 'Economic Fluctuations and Growth', 'Public Economics']"
5123,5127,1995,May,Are Lots of College Graduates Taking High School Jobs? A Reconsiderationof the Evidence,"['Frank Levy', 'John H Tyler', 'Richard J Murnane']",w05127,['Labor Studies']
5124,5128,1995,May,GARCH Gamma,"['Joshua V Rosenberg', 'Robert F Engle']",w05128,['Asset Pricing']
5125,5129,1995,May,Testing Option Pricing Models,['David S Bates'],w05129,['Asset Pricing']
5126,5130,1995,May,Financial Intermediation and The Great Depression: A Multiple Equilibrium Interpretation,"['Joao Ejarque', 'Russell W Cooper']",w05130,['Economic Fluctuations and Growth']
5127,5131,1995,May,Sovereign Debt,"['Jonathan Eaton', 'Raquel Fernandez']",w05131,"['International Trade and Investment', 'International Finance and Macroeconomics']"
5128,5132,1995,May,The Law of One Price Over 700 Years,"['Kenneth A Froot', 'Kenneth S Rogoff', 'Michael Kim']",w05132,"['International Trade and Investment', 'International Finance and Macroeconomics']"
5129,5133,1995,May,Measuring Gross Worker and Job Flows,"['John C Haltiwanger', 'Steven J Davis']",w05133,['Labor Studies']
5130,5134,1995,May,The Relationship between State and Federal Tax Audits,"['Brian Erard', 'James Alm', 'Jonathan S Feinstein']",w05134,['Public Economics']
5131,5135,1995,May,Factor Mobility and Income Growth: Two Convergence Hypotheses,"['Assaf Razin', 'Chi-Wa Yuen']",w05135,"['Economic Fluctuations and Growth', 'International Finance and Macroeconomics']"
5132,5136,1995,May,How Does Privatization Work? Evidence from the Russian Shops,"['Andrei Shleifer', 'Maxim Boycko', 'Natalia Tsukanova', 'Nicholas C Barberis']",w05136,"['Corporate Finance', 'Labor Studies', 'Public Economics']"
5133,5137,1995,May,Do Labor Rents Justify Strategic Trade and Industrial Policy?,['William T Dickens'],w05137,"['International Trade and Investment', 'Labor Studies']"
5134,5138,1995,May,"How Much Better is Bigger, Faster & Cheaper? Buyer Benefits from Innovation in Mainframe Computers in the 1980s","['Kenneth H Brown', 'Shane M Greenstein']",w05138,"['Productivity, Innovation, and Entrepreneurship']"
5135,5139,1995,June,"Investment, Pass-Through and Exchange Rates: A Cross-Country Comparison","['Jose Manuel Campa', 'Linda S Goldberg']",w05139,"['International Trade and Investment', 'International Finance and Macroeconomics']"
5136,5140,1995,June,A Center-Periphery Model of Monetary Coordination and Exchange Rate Crises,"['Giancarlo Corsetti', 'Paolo A Pesenti', 'Willem H Buiter']",w05140,"['International Finance and Macroeconomics', 'Monetary Economics']"
5137,5141,1995,June,Economic Implications of Changing Share Ownership,['Benjamin M Friedman'],w05141,"['Asset Pricing', 'Monetary Economics']"
5138,5142,1995,June,The Collapse of the Mexican Peso: What Have We Learned?,"['Aaron Tornell', 'Andres Velasco', 'Jeffrey D Sachs']",w05142,['International Finance and Macroeconomics']
5139,5143,1995,June,The Paradox of Liquidity,"['Raghuram G Rajan', 'Stewart C Myers']",w05143,['Corporate Finance']
5140,5144,1995,June,Intraschool Variation in Class Size: Patterns and Implications,"['Cecilia Rouse', 'Michael A Boozer']",w05144,['Labor Studies']
5141,5145,1995,June,Measuring Monetary Policy,"['Ben S Bernanke', 'Ilian Mihov']",w05145,['Monetary Economics']
5142,5146,1995,June,Inside the Black Box: The Credit Channel of Monetary Policy Transmission,"['Ben S Bernanke', 'Mark L Gertler']",w05146,"['Economic Fluctuations and Growth', 'Monetary Economics']"
5143,5147,1995,June,Tax Subsidies to Employer-Provided Health Insurance,"['James M Poterba', 'Jonathan Gruber']",w05147,"['Economics of Aging', 'Health Care', 'Public Economics']"
5144,5148,1995,June,Does the AIDS Epidemic Really Threaten Economic Growth?,"['Ajay S Mahal', 'David E Bloom']",w05148,"['Health Care', 'Labor Studies']"
5145,5149,1995,June,Does Welfare Play Any Role in Female Headship Decisions?,['Hilary Williamson Hoynes'],w05149,['Public Economics']
5146,5150,1995,June,Would Reducing Tenure Probabilities Increase Faculty Salaries?,"['Paul J Pieper', 'Rachel A Willis', 'Ronald G Ehrenberg']",w05150,['Labor Studies']
5147,5151,1995,June,"Technological Diffusion, Convergence, and Growth","['Robert J Barro', 'Xavier X Sala-i-Martin']",w05151,['Economic Fluctuations and Growth']
5148,5152,1995,June,Habit and Heterogeneity in the Youthful Demand for Alcohol,"['Michael J Moore', 'Phillip J Cook']",w05152,['Health Care']
5149,5153,1995,June,Death and Tobacco Taxes,['Michael J Moore'],w05153,['Health Care']
5150,5154,1995,June,What do the VARs Mean?: Measuring the Output Effects of Monetary Policy,['John H Cochrane'],w05154,"['Economic Fluctuations and Growth', 'Monetary Economics']"
5151,5155,1995,June,The Taxation of Two Earner Families,"['Daniel R Feenberg', 'Martin S Feldstein']",w05155,['Public Economics']
5152,5156,1995,June,"Liberalized Portfolio Capital Inflows in Emerging Capital Markets: Sterilization, Expectations, and the Incompleteness of Interest Rate Convergence","['Chudozie Okongwu', 'Jeffrey A Frankel']",w05156,"['International Finance and Macroeconomics', 'Monetary Economics']"
5153,5157,1995,June,Consumer Product Safety Regulation in the United States and the United Kingdom: The Case of Bicycles,"['Michael J Moore', 'Wesley A Magat']",w05157,"['Health Care', 'Industrial Organization']"
5154,5158,1995,June,Labor Supply Response to the Earned Income Tax Credit,"['Jeffrey B Liebman', 'Nada Eissa']",w05158,['Public Economics']
5155,5159,1995,June,Race and Education Differences in Disability Status and Labor Force Attachment,"['John Bound', 'Michael Schoenbaum', 'Timothy Waidmann']",w05159,"['Economics of Aging', 'Labor Studies']"
5156,5160,1995,June,Why is there Multilateral Lending?,['Dani Rodrik'],w05160,"['International Trade and Investment', 'International Finance and Macroeconomics']"
5157,5161,1995,June,Inflation Indicators and Inflation Policy,['Stephen G Cecchetti'],w05161,['Monetary Economics']
5158,5162,1995,June,Cyclical versus Secular Movements in Employment Creation and Destruction,"['Edward B Montgomery', 'Randall W Eberts']",w05162,['Labor Studies']
5159,5163,1995,June,Are Ghettos Good or Bad?,"['David M Cutler', 'Edward L Glaeser']",w05163,"['Public Economics', 'Economic Fluctuations and Growth']"
5160,5164,1995,July,Rising Public College Tuition and College Entry: How Well Do Public Subsidies Promote Access to College?,['Thomas J Kane'],w05164,"['Labor Studies', 'Economics of Education']"
5161,5165,1995,July,"Leverage, Investment, and Firm Growth","['Eli Ofek', 'Larry Lang', 'Rene M Stulz']",w05165,"['Asset Pricing', 'Corporate Finance']"
5162,5166,1995,July,Why Is There a Home Bias? An Analysis of Foreign Portfolio Equity Ownership in Japan,"['Jun-Koo Kang', 'Rene M Stulz']",w05166,"['Asset Pricing', 'Corporate Finance']"
5163,5167,1995,July,The Limits of Arbitrage,"['Andrei Shleifer', 'Robert W Vishny']",w05167,['Asset Pricing']
5164,5168,1995,July,Protection and the Business Cycle,"['Kyle Bagwell', 'Robert W Staiger']",w05168,['International Trade and Investment']
5165,5169,1995,July,Worker Adaptation and Employer Accommodation Following the Onset of a Health Impairment,"['John Bound', 'Mary C Daly']",w05169,"['Economics of Aging', 'Labor Studies']"
5166,5170,1995,July,Industry or Class Cleavages over Trade Policy? Evidence from the British General Election of 1923,['Douglas A Irwin'],w05170,['International Trade and Investment']
5167,5171,1995,July,Tax Shelters and Passive Losses After the Tax Reform Act of 1986,['Andrew A Samwick'],w05171,['Public Economics']
5168,5172,1995,July,The Term Structure of Interest Rates in a Pure Exchange Economy with Heterogeneous Investors,['Jiang W Wang'],w05172,['Asset Pricing']
5169,5173,1995,July,The Seasonality of Consumer Prices,"['Michael F Bryan', 'Stephen G Cecchetti']",w05173,['Monetary Economics']
5170,5174,1995,July,Is an Integrated Regional Labor Market Emergin in East and Southeast Asia?,"['David E Bloom', 'Waseen Noor']",w05174,"['International Trade and Investment', 'Labor Studies']"
5171,5175,1995,July,"Nontraded Goods, Nontraded Factors, and International Non-Diversification","['Marianne Baxter', 'Robert G King', 'Urban J Jermann']",w05175,['International Finance and Macroeconomics']
5172,5176,1995,July,Should the Stagnant Homeownership Rate be a Source of Concern?,['Richard K Green'],w05176,['']
5173,5177,1995,July,In Search of Empirical Evidence that Links Rent and User Cost,"['Dixie M Blackley', 'James R Follain']",w05177,['']
