,paper,year,month,title,author,code,prog
12034,12046,2006,February,Why Did U.S. Market Hours Boom in the 1990s?,"['Edward C Prescott', 'Ellen R McGrattan']",w12046,"['Economic Fluctuations and Growth', 'Labor Studies']"
12035,12047,2006,February,The Causes of Political Integration: An Application to School Districts,"['Brian G Knight', 'Nora E Gordon']",w12047,"['Economics of Education', 'Public Economics']"
12036,12048,2006,February,State Age Protection Laws and the Age Discrimination in Employment Act,['Joanna N Lahey'],w12048,"['Economics of Aging', 'Labor Studies']"
12037,12049,2006,February,Who Adjusts and When? On the Political Economy of Reforms,"['Alberto F Alesina', 'Francesco Trebbi', 'Silvia Ardagna']",w12049,"['Economic Fluctuations and Growth', 'Public Economics', 'Political Economy']"
12038,12050,2006,February,A Framework for Assessing Corporate Governance Reform,"['Benjamin E Hermalin', 'Michael S Weisbach']",w12050,['Corporate Finance']
12039,12051,2006,February,Bidding for Incomplete Contracts: An Empirical Analysis,"['Patrick Bajari', 'Stephanie Houghton', 'Steven Tadelis']",w12051,['Industrial Organization']
12040,12052,2006,February,New Measures of Port Efficiency Using International Trade Data,"['Bruce A Blonigen', 'Wesley W Wilson']",w12052,['International Trade and Investment']
12041,12053,2006,February,"Competing Approaches to Forecasting Elections: Economic Models, Opinion Polling and Prediction Markets","['Andrew Leigh', 'Justin Wolfers']",w12053,"['Asset Pricing', 'Economic Fluctuations and Growth', 'Political Economy']"
12042,12054,2006,February,The Economic Costs of the Iraq War: An Appraisal Three Years After the Beginning of the Conflict,"['Joseph E Stiglitz', 'Linda Bilmes']",w12054,['Public Economics']
12043,12055,2006,February,Estimating and Testing Beta Pricing Models: Alternative Methods and their Performance in Simulations,"['Guofu Zhou', 'Jay Shanken']",w12055,['Asset Pricing']
12044,12056,2006,February,Single Parenthood and Childhood Outcomes in the Mid-Nineteenth Century Urban South,['Howard Bodenhorn'],w12056,"['Children', 'Development of the American Economy']"
12045,12057,2006,February,Some Answers to the Retirement-Consumption Puzzle,"['Michael D Hurd', 'Susann Rohwedder']",w12057,"['Economics of Aging', 'Economic Fluctuations and Growth']"
12046,12058,2006,February,The Most Important Works of Art of the Twentieth Century,['David W Galenson'],w12058,"['Labor Studies', 'Productivity, Innovation, and Entrepreneurship']"
12047,12059,2006,February,"The Making of an Investment Banker: Macroeconomic Shocks, Career Choice, and Lifetime Income",['Paul Oyer'],w12059,"['Corporate Finance', 'Labor Studies']"
12048,12060,2006,February,Five Open Questions About Prediction Markets,"['Eric Zitzewitz', 'Justin Wolfers']",w12060,"['Asset Pricing', 'Economic Fluctuations and Growth']"
12049,12061,2006,March,Taxation,['Louis Kaplow'],w12061,"['Law and Economics', 'Public Economics']"
12050,12062,2006,March,Unhappiness after Hurricane Katrina,"['Fumio Ohtake', 'Helen G Levy', 'Miles S Kimball', 'Yoshiro Tsutsui']",w12062,"['Economic Fluctuations and Growth', 'Health Care']"
12051,12063,2006,March,Putting Behavioral Economics to Work: Testing for Gift Exchange in Labor Markets Using Field Experiments,"['John A List', 'Uri Gneezy']",w12063,"['Labor Studies', 'Public Economics']"
12052,12064,2006,March,Program Design and Student Outcomes in Graduate Education,"['Albert Yung-Hsu Liu', 'George H Jakubson', 'Jeffrey A Groen', 'Ronald G Ehrenberg', 'Scott Condie']",w12064,"['Economics of Education', 'Labor Studies']"
12053,12065,2006,March,Inside the Black Box of Doctoral Education: What Program Characteristics Influence Doctoral Students' Attrition and Graduation Probabilities?,"['Eric So', 'George H Jakubson', 'Jeffrey A Groen', 'Joseph P Price', 'Ronald G Ehrenberg']",w12065,"['Economics of Education', 'Labor Studies']"
12054,12066,2006,March,Testing for Racial Differences in the Mental Ability of Young Children,"['Roland G Fryer, Jr', 'Steven D Levitt']",w12066,['Labor Studies']
12055,12067,2006,March,A Bound on Risk Aversion Using Labor Supply Elasticities,['Raj Chetty'],w12067,"['Asset Pricing', 'Economic Fluctuations and Growth', 'Labor Studies', 'Public Economics']"
12056,12068,2006,March,CEO Turnover and Relative Performance Evaluation,"['Dirk Jenter', 'Fadi Kanaan']",w12068,"['Corporate Finance', 'Labor Studies']"
12057,12069,2006,March,Looking Beyond TRIA: A Clinical Examination of Potential Terrorism Loss Sharing,"['Erwann O Michel-Kerjan', 'Howard C Kunreuther']",w12069,['Public Economics']
12058,12070,2006,March,Environmental Investment and Policy with Distortionary Taxes and Endogenous Growth,"['Don Fullterton', 'Seung-Rae Kim']",w12070,"['Public Economics', 'Environment and Energy Economics']"
12059,12071,2006,March,Employee Screening: Theory and Evidence,"['Fali Huang', 'Peter Cappelli']",w12071,['Labor Studies']
12060,12072,2006,March,Recent Chinese Buyout Activity and the Implications for Global Architecture,"['Agata Antkiewicz', 'John Whalley']",w12072,['International Trade and Investment']
12061,12073,2006,March,Partisan Impacts on the Economy: Evidence from Prediction Markets and Close Elections,"['Eric Zitzewitz', 'Erik Snowberg', 'Justin Wolfers']",w12073,"['Asset Pricing', 'Economic Fluctuations and Growth', 'Political Economy']"
12062,12074,2006,March,Are Prudential Supervision and Regulation Pillars of Financial Stability? Evidence from the Great Depression,['Kris James Mitchener'],w12074,['Development of the American Economy']
12063,12075,2006,March,Asset Prices When Agents are Marked-to-Market,"['Gary B Gorton', 'Lixin Huang', 'Ping He']",w12075,"['Asset Pricing', 'Corporate Finance']"
12064,12076,2006,March,Discretionary Policy and Multiple Equilibria,['Robert G King'],w12076,['Economic Fluctuations and Growth']
12065,12077,2006,March,Post-Secondary Education and Increasing Wage Inequality,['Thomas Lemieux'],w12077,"['Economics of Education', 'Labor Studies']"
12066,12078,2006,March,Racial Segregation and the Black-White Test Score Gap,"['David Card', 'Jesse Rothstein']",w12078,"['Children', 'Economics of Education']"
12067,12079,2006,March,Why Have Business Cycle Fluctuations Become Less Volatile?,"['Andres Arias', 'Gary D Hansen', 'Lee E Ohanian']",w12079,['Economic Fluctuations and Growth']
12068,12080,2006,March,Insurance and Incentives for Medical Innovation,"['Alan M Garber', 'Charles I Jones', 'Paul M Romer']",w12080,"['Economics of Aging', 'Health Care', 'Productivity, Innovation, and Entrepreneurship']"
12069,12081,2006,March,The Depressing Effect of Agricultural Institutions on the Prewar Japanese Economy,"['Edward C Prescott', 'Fumio Hayashi']",w12081,"['Economic Fluctuations and Growth', 'Productivity, Innovation, and Entrepreneurship']"
12070,12082,2006,March,Measuring Trends in Leisure: The Allocation of Time Over Five Decades,"['Erik G Hurst', 'Mark A Aguiar']",w12082,"['Economic Fluctuations and Growth', 'Labor Studies']"
12071,12083,2006,March,Prediction Markets in Theory and Practice,"['Eric Zitzewitz', 'Justin Wolfers']",w12083,"['Asset Pricing', 'Economic Fluctuations and Growth']"
12072,12084,2006,March,Agency-Based Asset Pricing,"['Gary B Gorton', 'Ping He']",w12084,"['Asset Pricing', 'Corporate Finance']"
12073,12085,2006,March,Immigration in High-Skill Labor Markets: The Impact of Foreign Students on the Earnings of Doctorates,['George J Borjas'],w12085,['Labor Studies']
12074,12086,2006,March,The Effects of Tort Reform on Medical Malpractice Insurers' Ultimate Losses,"['Patricia Born', 'Tom Baker', 'W Kip Viscusi']",w12086,['Law and Economics']
12075,12087,2006,March,"Financial Constraints, Asset Tangibility, and Corporate Investment","['Heitor Almeida', 'Murillo Campello']",w12087,['Corporate Finance']
12076,12088,2006,March,Making it in America: Social Mobility in the Immigrant Population,['George J Borjas'],w12088,['Labor Studies']
12077,12089,2006,March,Monetary and Fiscal Theories of the Price Level: The Irreconcilable Differences,"['Bennett T McCallum', 'Edward Nelson']",w12089,"['Economic Fluctuations and Growth', 'Monetary Economics']"
12078,12090,2006,March,Is There Hedge Fund Contagion?,"['Christof W Stahel', 'Nicole M Boyson', 'Rene M Stulz']",w12090,"['Asset Pricing', 'Corporate Finance']"
12079,12091,2006,March,"Trade, FDI, and the Organization of Firms",['Elhanan Helpman'],w12091,['International Trade and Investment']
12080,12092,2006,March,War in Iraq versus Containment,"['Kevin M Murphy', 'Robert H Topel', 'Steven J Davis']",w12092,"['Economic Fluctuations and Growth', 'Public Economics']"
12081,12093,2006,March,"Competitive Rent Preservation, Reform Paralysis, and the Persistence of Underdevelopment",['Raghuram G Rajan'],w12093,"['Corporate Finance', 'Economic Fluctuations and Growth', 'Law and Economics']"
12082,12094,2006,March,"Innovation, Competition and Welfare-Enhancing Monopoly","['Lynne G Zucker', 'Michael R Darby']",w12094,"['Productivity, Innovation, and Entrepreneurship']"
12083,12095,2006,March,Sticky Borders,"['Gita Gopinath', 'Roberto Rigobon']",w12095,"['International Finance and Macroeconomics', 'International Trade and Investment']"
12084,12096,2006,March,"The Impact of Antihypertensive Drugs on the Number and Risk of Death, Stroke and Myocardial Infarction in the United States","['Alicia Sasser', 'Andree-Anne Fournier', 'David M Cutler', 'Ernst R Berndt', 'Genia Long', 'Jimmy Royer', 'Pierre Cremieux']",w12096,"['Economics of Aging', 'Health Care']"
12085,12097,2006,March,Friend or Foe? A Natural Experiment of the Prisoner's Dilemma,['John A List'],w12097,['Public Economics']
12086,12098,2006,March,Testing Portfolio Efficiency with Conditioning Information,"['Andrew F Siegel', 'Wayne E Ferson']",w12098,['Asset Pricing']
12087,12099,2006,March,Political Conflict and Power-sharing in the Origins of Modern Colombia,"['James C Robinson', 'Sebastian Mazzuca']",w12099,"['Development of the American Economy', 'Political Economy']"
12088,12100,2006,March,"A Dynamic Theory of Public Spending, Taxation and Debt","['Marco Battaglini', 'Stephen Coate']",w12100,"['Public Economics', 'Political Economy']"
12089,12101,2006,March,Phoenix Miracles in Emerging Markets: Recovering without Credit from Systemic Financial Crises,"['Alejandro Izquierdo', 'Ernesto Talvi', 'Guillermo A Calvo']",w12101,['International Finance and Macroeconomics']
12090,12102,2006,March,A Healthy Economy Can Break Your Heart,['Christopher J Ruhm'],w12102,"['Health Care', 'Health Economics']"
12091,12103,2006,March,Dynamic Scoring: Alternative Financing Schemes,"['Eric M Leeper', 'Shu-Chun Susan Yang']",w12103,"['Economic Fluctuations and Growth', 'Public Economics']"
12092,12104,2006,March,Taxes and Growth in a Financially Underdeveloped Country: Evidence from the Chilean Investment Boom,"['Chang-Tai Hsieh', 'Jonathan A Parker']",w12104,"['Corporate Finance', 'Economic Fluctuations and Growth', 'Public Economics']"
12093,12105,2006,March,"Public Health Insurance, Program Take-Up, and Child Health",['Anna Aizer'],w12105,"['Children', 'Health Care']"
12094,12106,2006,March,Migration and Hedonic Valuation: The Case of Air Quality,"['Christopher Timmins', 'Nathaniel O Keohane', 'Patrick J Bayer']",w12106,"['Public Economics', 'Environment and Energy Economics']"
12095,12107,2006,March,Pay for Short-Term Performance: Executive Compensation in Speculative Markets,"['Jose A Scheinkman', 'Patrick Bolton', 'Wei Xiong']",w12107,"['Asset Pricing', 'Corporate Finance']"
12096,12108,2006,March,"Persistence of Power, Elites and Institutions","['Daron Acemoglu', 'James C Robinson']",w12108,"['Development of the American Economy', 'Economic Fluctuations and Growth']"
12097,12109,2006,March,Reconciling the Return Predictability Evidence,"['Martin Lettau', 'Stijn Van Nieuwerburgh']",w12109,['Asset Pricing']
12098,12110,2006,March,"""Sick of Local Government Corruption? Vote Islamic""","['Ari Kuncoro', 'J Vernon Henderson']",w12110,"['Public Economics', 'Political Economy']"
12099,12111,2006,March,Deprivation and Disease in Early Twentieth-Century America,"['Karen Clay', 'Werner Troesken']",w12111,"['Economics of Aging', 'Health Economics', 'Development of the American Economy']"
12100,12112,2006,March,Testing for Asymmetric Information Using 'Unused Observables' in Insurance Markets: Evidence from the U.K. Annuity Market,"['Amy Finkelstein', 'James M Poterba']",w12112,"['Asset Pricing', 'Public Economics', 'Political Economy']"
12101,12113,2006,March,Effects of Title IX and Sports Participation on Girls' Physical Activity and Weight,"['Robert Kaestner', 'Xin Xu']",w12113,"['Health Economics', 'Children']"
12102,12114,2006,March,Prison-Based Education and Re-Entry into the Mainstream Labor Market,"['Jeffrey R Kling', 'John H Tyler']",w12114,"['Economics of Education', 'Labor Studies']"
12103,12115,2006,March,"The Narrowing of the U.S. Gender Earnings Gap, 1959-1999: A Cohort-Based Analysis","['Catherine J Weinberger', 'Peter J Kuhn']",w12115,['Labor Studies']
12104,12116,2006,March,Learning from Other Economies: The Unique Institutional and Policy Experiments Down Under,['Richard B Freeman'],w12116,['Labor Studies']
12105,12117,2006,May,Exchange Rate Volatility and Productivity Growth: The Role of Financial Development,"['Kenneth S Rogoff', 'Philippe Aghion', 'Philippe Bacchetta', 'Romain Ranciere']",w12117,"['Economic Fluctuations and Growth', 'International Finance and Macroeconomics', 'Monetary Economics']"
12106,12118,2006,March,"The Greenspan Era: Discretion, Rather Than Rules",['Benjamin M Friedman'],w12118,"['Economic Fluctuations and Growth', 'Monetary Economics']"
12107,12119,2006,March,Exploring Links Between Innovation and Diffusion: Adoption of NOx Control Technologies at U.S. Coal-Fired Power Plants,['David Popp'],w12119,"['Productivity, Innovation, and Entrepreneurship', 'Environment and Energy Economics']"
12108,12120,2006,March,"The Impact of New Laboratory Procedures and Other Medical Innovations on the Health of Americans, 1990-2003: Evidence from Longitudinal, Disease-Level Data",['Frank R Lichtenberg'],w12120,"['Health Economics', 'Productivity, Innovation, and Entrepreneurship']"
12109,12121,2006,March,"Distribution Margins, Imported Inputs, and the Sensitivity of the CPI to Exchange Rates","['Jose Manuel Campa', 'Linda S Goldberg']",w12121,"['International Finance and Macroeconomics', 'International Trade and Investment']"
12110,12122,2006,March,Why China is Likely to Achieve its Growth Objectives,['Robert W Fogel'],w12122,['Economic Fluctuations and Growth']
12111,12123,2006,March,The Effects of Retirement on Physical and Mental Health Outcomes,"['Dhaval M Dave', 'Inas Rashad Kelly', 'Jasmina Spasojevic']",w12123,"['Economics of Aging', 'Health Economics']"
12112,12124,2006,March,Why Do Europeans Smoke More than Americans?,"['David M Cutler', 'Edward L Glaeser']",w12124,"['Economics of Aging', 'Health Economics']"
12113,12125,2006,March,On the Theory of Ethnic Conflict,"['Francesco Caselli', 'Wilbur John Coleman II']",w12125,['Economic Fluctuations and Growth']
12114,12126,2006,March,Empirical Models of Auctions,"['Philip A Haile', 'Susan Athey']",w12126,['Industrial Organization']
12115,12127,2006,March,Institutional Weakness and Stock Price Volatility,"['Assaf Razin', 'Galina Hale', 'Hui Tong']",w12127,"['International Finance and Macroeconomics', 'Asset Pricing']"
12116,12128,2006,April,Why Does Democracy Need Education?,"['Andrei Shleifer', 'Edward L Glaeser', 'Giacomo A M Ponzetto']",w12128,"['Economic Fluctuations and Growth', 'Law and Economics', 'Public Economics', 'Political Economy']"
12117,12129,2006,April,Zombie Lending and Depressed Restructuring in Japan,"['Anil K Kashyap', 'Ricardo J Caballlero', 'Takeo Hoshi']",w12129,"['Economic Fluctuations and Growth', 'Corporate Finance', 'Monetary Economics']"
12118,12130,2006,April,Does Neoclassical Theory Account for the Effects of Big Fiscal Shocks? Evidence From World War II,"['Ellen R McGrattan', 'Lee E Ohanian']",w12130,['Economic Fluctuations and Growth']
12119,12131,2006,April,Complementarities in Automobile Production,['Johannes Van Biesebroeck'],w12131,"['Productivity, Innovation, and Entrepreneurship']"
12120,12132,2006,April,Antitrust in the Not-For-Profit Sector,"['Richard A Posner', 'Tomas J Philipson']",w12132,"['Health Care', 'Health Economics', 'Law and Economics']"
12121,12133,2006,April,A Political Economy Theory of the Soft Budget Constraint,"['James C Robinson', 'Ragnar Torvik']",w12133,"['Public Economics', 'Political Economy']"
12122,12134,2006,April,The Thick Market Effect on Housing Markets Transactions,"['Li Gan', 'Qinghua Zhang']",w12134,['Asset Pricing']
12123,12135,2006,April,Political Risk Versus Market Risk in Social Security,"['John B Shoven', 'Sita Nataraj Slavov']",w12135,"['Economics of Aging', 'Public Economics', 'Political Economy']"
12124,12136,2006,April,Flight to Quality and Collective Risk Management,"['Arvind Krishnamurthy', 'Ricardo J Caballlero']",w12136,"['Corporate Finance', 'Economic Fluctuations and Growth', 'International Finance and Macroeconomics', 'Monetary Economics']"
12125,12137,2006,April,How Occupied France Financed Its Own Exploitation in World War II,"['Eugene N White', 'Filippo Occhino', 'Kim Oosterlinck']",w12137,['Development of the American Economy']
12126,12138,2006,April,Bubbles and Busts: The 1990s in the Mirror of the 1920s,['Eugene N White'],w12138,"['Asset Pricing', 'Development of the American Economy', 'Monetary Economics']"
12127,12139,2006,April,The Homecoming of American College Women: The Reversal of the College Gender Gap,"['Claudia D Goldin', 'Ilyana Kuziemko', 'Lawrence F Katz']",w12139,"['Children', 'Development of the American Economy', 'Economics of Education', 'Labor Studies']"
12128,12140,2006,April,"The Dynamics of the Age Structure, Dependency, and Consumption","['David N Weil', 'Heinrich Hock']",w12140,"['Economics of Aging', 'Public Economics']"
12129,12141,2006,April,Illegal Migration from Mexico to the United States,['Gordon H Hanson'],w12141,"['International Trade and Investment', 'Labor Studies']"
12130,12142,2006,April,"The Causes of Japan's ""Lost Decade"": The Role of Household Consumption",['Charles Yuji Horioka'],w12142,"['Economic Fluctuations and Growth', 'Public Economics']"
12131,12143,2006,April,"The New Promised Land: Black-White Convergence in the American South, 1960-2000",['Jacob L Vigdor'],w12143,"['Economics of Education', 'Labor Studies']"
12132,12144,2006,April,Optimal Decentralized Investment Management,"['Jules H van Binsbergen', 'Michael W Brandt', 'Ralph S J Koijen']",w12144,['Asset Pricing']
12133,12145,2006,April,Preferences and Heterogeneous Treatment Effects in a Public School Choice Lottery,"['Douglas O Staiger', 'Justine S Hastings', 'Thomas J Kane']",w12145,"['Children', 'Economics of Education', 'Public Economics', 'Industrial Organization']"
12134,12146,2006,April,Investment Taxes and Equity Returns,['Clemens Sialm'],w12146,"['Asset Pricing', 'Corporate Finance', 'Public Economics']"
12135,12147,2006,April,Population Aging,['David N Weil'],w12147,"['Economics of Aging', 'Labor Studies', 'Public Economics']"
12136,12148,2006,April,Open Source Software: The New Intellectual Property Paradigm,"['Stephen M Maurer', 'Suzanne Scotchmer']",w12148,"['Productivity, Innovation, and Entrepreneurship', 'Law and Economics']"
12137,12149,2006,April,Household Finance,['John Y Campbell'],w12149,"['Asset Pricing', 'Economic Fluctuations and Growth', 'Monetary Economics']"
12138,12150,2006,April,Abortion and Selection,"['Douglas O Staiger', 'Elizabeth Oltmans Ananat', 'Jonathan Gruber', 'Phillip B Levine']",w12150,"['Children', 'Public Economics']"
12139,12151,2006,April,Why Do IPO Auctions Fail?,"['Ann E Sherman', 'Ravi Jagannathan']",w12151,"['Asset Pricing', 'Corporate Finance', 'Industrial Organization']"
12140,12152,2006,April,An Economist Sells Bagels: A Case Study in Profit Maximization,['Steven D Levitt'],w12152,['Industrial Organization']
12141,12153,2006,April,The Diffusion of Development,"['Enrico Spolaore', 'Romain Wacziarg']",w12153,"['Economic Fluctuations and Growth', 'International Finance and Macroeconomics']"
12142,12154,2006,April,The U.S. Current Account Deficit: Gradual Correction or Abrupt Adjustment?,['Sebastian Edwards'],w12154,['International Finance and Macroeconomics']
12143,12155,2006,April,What Does Certification Tell Us About Teacher Effectiveness? Evidence from New York City,"['Douglas O Staiger', 'Jonah E Rockoff', 'Thomas J Kane']",w12155,['Economics of Education']
12144,12156,2006,April,Consumer Demand under Price Uncertainty: Empirical Evidence from the Market for Cigarettes,"['Donna B Gilleskie', 'Holger Sieg', 'Koleman S Strumpf', 'Mark Coppejans']",w12156,"['Children', 'Health Economics']"
12145,12157,2006,April,The Macro-Foundations of Microeconomics: Initial Labor Market Conditions and Long-Term Outcomes for Economists,['Paul Oyer'],w12157,"['Law and Economics', 'Labor Studies']"
12146,12158,2006,April,Optimal Inflation Targeting under Alternative Fiscal Regimes,"['Michael Woodford', 'Pierpaolo Benigno']",w12158,"['Economic Fluctuations and Growth', 'International Finance and Macroeconomics', 'Monetary Economics']"
12147,12159,2006,April,The Short- and Long-Term Career Effects of Graduating in a Recession: Hysteresis and Heterogeneity in the Market for College Graduates,"['Andrew Heisz', 'Philip Oreopoulos', 'Till M von Wachter']",w12159,"['Children', 'Labor Studies']"
12148,12160,2006,April,The Impact of Federation on Australia's Trade Flows,['Douglas A Irwin'],w12160,"['Development of the American Economy', 'International Trade and Investment']"
12149,12161,2006,April,Antebellum Tariff Politics: Coalition Formation and Shifting Regional Interests,['Douglas A Irwin'],w12161,"['Development of the American Economy', 'International Trade and Investment']"
12150,12162,2006,April,Tariff Incidence in America's Gilded Age,['Douglas A Irwin'],w12162,"['Development of the American Economy', 'International Trade and Investment']"
12151,12163,2006,April,The Relationship Between Exchange Rates and Inflation Targeting Revisited,['Sebastian Edwards'],w12163,"['International Finance and Macroeconomics', 'Monetary Economics']"
12152,12164,2006,April,Putting the Lid on Lobbying: Tariff Structure and Long-Term Growth when Protection is for Sale,"['Daniel Trefler', 'Nathan Nunn']",w12164,['International Trade and Investment']
12153,12165,2006,April,Execution Risk,"['Robert F Engle', 'Robert Ferstenberg']",w12165,['Asset Pricing']
12154,12166,2006,April,Identification of Search Models with Initial Condition Problems,"['Gadi Barlevy', 'H N Nagaraja']",w12166,"['Economic Fluctuations and Growth', 'Labor Studies']"
12155,12167,2006,April,The Flow Approach to Labor Markets: New Data Sources and Micro-Macro Links,"['John C Haltiwanger', 'R Jason Faberman', 'Steven J Davis']",w12167,"['Economic Fluctuations and Growth', 'Labor Studies']"
12156,12168,2006,April,The 2006 Economic Report of the President: Comment on Chapter One (The Year in Review) and Chapter Six (The Capital Account Surplus),['Martin S Feldstein'],w12168,"['Economic Fluctuations and Growth', 'International Finance and Macroeconomics', 'Monetary Economics']"
12157,12169,2006,April,The Fox News Effect: Media Bias and Voting,"['Ethan Kaplan', 'Stefano DellaVigna']",w12169,"['', 'Political Economy']"
